Datetime,dr_amount,cr_amount,transaction_count,date,hour,day_of_week,day_name
04-01-2025 07:00,-,-,0,04-01-2025,7,5,Saturday
04-01-2025 07:00,-,-,0,04-01-2025,7,5,Saturday
04-01-2025 08:00,-,-,0,04-01-2025,8,5,Saturday
04-01-2025 08:00,-,-,0,04-01-2025,8,5,Saturday
04-01-2025 09:00,-,-,0,04-01-2025,9,5,Saturday
04-01-2025 09:00,-,-,0,04-01-2025,9,5,Saturday
04-01-2025 10:00,-,-,0,04-01-2025,10,5,Saturday
04-01-2025 10:00,-,-,0,04-01-2025,10,5,Saturday
04-01-2025 11:00,-,-,0,04-01-2025,11,5,Saturday
04-01-2025 11:00,-,-,0,04-01-2025,11,5,Saturday
04-01-2025 12:00,-,-,0,04-01-2025,12,5,Saturday
04-01-2025 12:00,-,-,0,04-01-2025,12,5,Saturday
04-01-2025 13:00,-,-,0,04-01-2025,13,5,Saturday
04-01-2025 13:00,-,-,0,04-01-2025,13,5,Saturday
04-01-2025 14:00,-,-,0,04-01-2025,14,5,Saturday
04-01-2025 14:00,-,-,0,04-01-2025,14,5,Saturday
04-01-2025 15:00,-,-,0,04-01-2025,15,5,Saturday
04-01-2025 15:00,-,-,0,04-01-2025,15,5,Saturday
04-01-2025 16:00,-,-,0,04-01-2025,16,5,Saturday
04-01-2025 16:00,-,-,0,04-01-2025,16,5,Saturday
04-01-2025 17:00,-,-,0,04-01-2025,17,5,Saturday
04-01-2025 17:00,-,-,0,04-01-2025,17,5,Saturday
04-01-2025 18:00,-,-,0,04-01-2025,18,5,Saturday
04-01-2025 18:00,-,-,0,04-01-2025,18,5,Saturday
04-01-2025 19:00,-,-,0,04-01-2025,19,5,Saturday
04-01-2025 19:00,-,-,0,04-01-2025,19,5,Saturday
04-01-2025 20:00,-,-,0,04-01-2025,20,5,Saturday
04-01-2025 20:00,-,-,0,04-01-2025,20,5,Saturday
04-01-2025 21:00,-,-,0,04-01-2025,21,5,Saturday
04-01-2025 21:00,-,-,0,04-01-2025,21,5,Saturday
04-01-2025 22:00,-,-,0,04-01-2025,22,5,Saturday
04-01-2025 22:00,-,-,0,04-01-2025,22,5,Saturday
04-01-2025 23:00,-,-,0,04-01-2025,23,5,Saturday
04-01-2025 23:00,-,-,0,04-01-2025,23,5,Saturday
05-01-2025 00:00,-,-,0,05-01-2025,0,6,Sunday
05-01-2025 00:00,-,-,0,05-01-2025,0,6,Sunday
05-01-2025 01:00,-,-,0,05-01-2025,1,6,Sunday
05-01-2025 01:00,-,-,0,05-01-2025,1,6,Sunday
05-01-2025 02:00,-,-,0,05-01-2025,2,6,Sunday
05-01-2025 02:00,-,-,0,05-01-2025,2,6,Sunday
05-01-2025 03:00,-,-,0,05-01-2025,3,6,Sunday
05-01-2025 03:00,-,-,0,05-01-2025,3,6,Sunday
05-01-2025 04:00,-,-,0,05-01-2025,4,6,Sunday
05-01-2025 04:00,-,-,0,05-01-2025,4,6,Sunday
05-01-2025 05:00,-,-,0,05-01-2025,5,6,Sunday
05-01-2025 05:00,-,-,0,05-01-2025,5,6,Sunday
05-01-2025 06:00,-,-,0,05-01-2025,6,6,Sunday
05-01-2025 06:00,-,-,0,05-01-2025,6,6,Sunday
05-01-2025 07:00,-,-,0,05-01-2025,7,6,Sunday
05-01-2025 07:00,-,-,0,05-01-2025,7,6,Sunday
05-01-2025 08:00,-,-,0,05-01-2025,8,6,Sunday
05-01-2025 08:00,-,-,0,05-01-2025,8,6,Sunday
05-01-2025 09:00,-,-,0,05-01-2025,9,6,Sunday
05-01-2025 09:00,-,-,0,05-01-2025,9,6,Sunday
05-01-2025 10:00,-,-,0,05-01-2025,10,6,Sunday
05-01-2025 10:00,-,-,0,05-01-2025,10,6,Sunday
05-01-2025 11:00,-,-,0,05-01-2025,11,6,Sunday
05-01-2025 11:00,-,-,0,05-01-2025,11,6,Sunday
05-01-2025 12:00,-,-,0,05-01-2025,12,6,Sunday
05-01-2025 12:00,-,-,0,05-01-2025,12,6,Sunday
05-01-2025 13:00,-,-,0,05-01-2025,13,6,Sunday
05-01-2025 13:00,-,-,0,05-01-2025,13,6,Sunday
05-01-2025 14:00,-,-,0,05-01-2025,14,6,Sunday
05-01-2025 14:00,-,-,0,05-01-2025,14,6,Sunday
05-01-2025 15:00,-,-,0,05-01-2025,15,6,Sunday
05-01-2025 15:00,-,-,0,05-01-2025,15,6,Sunday
05-01-2025 16:00,-,-,0,05-01-2025,16,6,Sunday
05-01-2025 16:00,-,-,0,05-01-2025,16,6,Sunday
05-01-2025 17:00,-,-,0,05-01-2025,17,6,Sunday
05-01-2025 17:00,-,-,0,05-01-2025,17,6,Sunday
05-01-2025 18:00,-,-,0,05-01-2025,18,6,Sunday
05-01-2025 18:00,-,-,0,05-01-2025,18,6,Sunday
05-01-2025 19:00,-,-,0,05-01-2025,19,6,Sunday
05-01-2025 19:00,-,-,0,05-01-2025,19,6,Sunday
05-01-2025 20:00,-,-,0,05-01-2025,20,6,Sunday
05-01-2025 20:00,-,-,0,05-01-2025,20,6,Sunday
05-01-2025 21:00,-,-,0,05-01-2025,21,6,Sunday
05-01-2025 21:00,-,-,0,05-01-2025,21,6,Sunday
05-01-2025 22:00,-,-,0,05-01-2025,22,6,Sunday
05-01-2025 22:00,-,-,0,05-01-2025,22,6,Sunday
05-01-2025 23:00,-,-,0,05-01-2025,23,6,Sunday
05-01-2025 23:00,-,-,0,05-01-2025,23,6,Sunday
06-01-2025 00:00,-,-,0,06-01-2025,0,0,Monday
06-01-2025 00:00,-,-,0,06-01-2025,0,0,Monday
06-01-2025 01:00,-,-,0,06-01-2025,1,0,Monday
06-01-2025 01:00,-,-,0,06-01-2025,1,0,Monday
06-01-2025 02:00,-,-,0,06-01-2025,2,0,Monday
06-01-2025 02:00,-,-,0,06-01-2025,2,0,Monday
06-01-2025 03:00,-,-,0,06-01-2025,3,0,Monday
06-01-2025 03:00,-,-,0,06-01-2025,3,0,Monday
06-01-2025 04:00,-,-,0,06-01-2025,4,0,Monday
06-01-2025 04:00,-,-,0,06-01-2025,4,0,Monday
06-01-2025 05:00,-,-,0,06-01-2025,5,0,Monday
06-01-2025 05:00,-,-,0,06-01-2025,5,0,Monday
06-01-2025 06:00,-,"-13,098",6,06-01-2025,6,0,Monday
06-01-2025 06:00,"-8,892",-,4,06-01-2025,6,0,Monday
06-01-2025 07:00,-,"-20,388",20,06-01-2025,7,0,Monday
06-01-2025 07:00,"-15,199",-,13,06-01-2025,7,0,Monday
06-01-2025 08:00,-,"-36,675",32,06-01-2025,8,0,Monday
06-01-2025 08:00,"-30,308",-,36,06-01-2025,8,0,Monday
06-01-2025 09:00,-,"-56,554",48,06-01-2025,9,0,Monday
06-01-2025 09:00,"-41,157",-,38,06-01-2025,9,0,Monday
06-01-2025 10:00,-,"-77,804",84,06-01-2025,10,0,Monday
06-01-2025 10:00,"-68,644",-,64,06-01-2025,10,0,Monday
06-01-2025 11:00,-,"-56,982",50,06-01-2025,11,0,Monday
06-01-2025 11:00,"-67,777",-,57,06-01-2025,11,0,Monday
06-01-2025 12:00,-,"-48,866",41,06-01-2025,12,0,Monday
06-01-2025 12:00,"-35,048",-,44,06-01-2025,12,0,Monday
06-01-2025 13:00,-,"-35,133",46,06-01-2025,13,0,Monday
06-01-2025 13:00,"-34,940",-,34,06-01-2025,13,0,Monday
06-01-2025 14:00,-,"-52,449",52,06-01-2025,14,0,Monday
06-01-2025 14:00,"-45,998",-,43,06-01-2025,14,0,Monday
06-01-2025 15:00,-,"-87,413",97,06-01-2025,15,0,Monday
06-01-2025 15:00,"-84,404",-,72,06-01-2025,15,0,Monday
06-01-2025 16:00,-,"-1,38,092",127,06-01-2025,16,0,Monday
06-01-2025 16:00,"-1,16,767",-,112,06-01-2025,16,0,Monday
06-01-2025 17:00,-,"-1,46,422",170,06-01-2025,17,0,Monday
06-01-2025 17:00,"-1,10,782",-,111,06-01-2025,17,0,Monday
06-01-2025 18:00,-,"-21,901",23,06-01-2025,18,0,Monday
06-01-2025 18:00,"-17,051",-,21,06-01-2025,18,0,Monday
06-01-2025 19:00,-,-,0,06-01-2025,19,0,Monday
06-01-2025 19:00,-,-,0,06-01-2025,19,0,Monday
06-01-2025 20:00,-,-,0,06-01-2025,20,0,Monday
06-01-2025 20:00,-,-,0,06-01-2025,20,0,Monday
06-01-2025 21:00,-,-,0,06-01-2025,21,0,Monday
06-01-2025 21:00,-,-,0,06-01-2025,21,0,Monday
06-01-2025 22:00,-,-,0,06-01-2025,22,0,Monday
06-01-2025 22:00,-,-,0,06-01-2025,22,0,Monday
06-01-2025 23:00,-,-,0,06-01-2025,23,0,Monday
06-01-2025 23:00,-,-,0,06-01-2025,23,0,Monday
07-01-2025 00:00,-,-,0,07-01-2025,0,1,Tuesday
07-01-2025 00:00,-,-,0,07-01-2025,0,1,Tuesday
07-01-2025 01:00,-,-,0,07-01-2025,1,1,Tuesday
07-01-2025 01:00,-,-,0,07-01-2025,1,1,Tuesday
07-01-2025 02:00,-,-,0,07-01-2025,2,1,Tuesday
07-01-2025 02:00,-,-,0,07-01-2025,2,1,Tuesday
07-01-2025 03:00,-,-,0,07-01-2025,3,1,Tuesday
07-01-2025 03:00,-,-,0,07-01-2025,3,1,Tuesday
07-01-2025 04:00,-,-,0,07-01-2025,4,1,Tuesday
07-01-2025 04:00,-,-,0,07-01-2025,4,1,Tuesday
07-01-2025 05:00,-,-,0,07-01-2025,5,1,Tuesday
07-01-2025 05:00,-,-,0,07-01-2025,5,1,Tuesday
07-01-2025 06:00,-,"-9,448",8,07-01-2025,6,1,Tuesday
07-01-2025 06:00,"-6,792",-,9,07-01-2025,6,1,Tuesday
07-01-2025 07:00,-,"-14,071",18,07-01-2025,7,1,Tuesday
07-01-2025 07:00,"-13,394",-,9,07-01-2025,7,1,Tuesday
07-01-2025 08:00,-,"-26,226",32,07-01-2025,8,1,Tuesday
07-01-2025 08:00,"-24,147",-,35,07-01-2025,8,1,Tuesday
07-01-2025 09:00,-,"-44,988",51,07-01-2025,9,1,Tuesday
07-01-2025 09:00,"-27,064",-,29,07-01-2025,9,1,Tuesday
07-01-2025 10:00,-,"-52,457",50,07-01-2025,10,1,Tuesday
07-01-2025 10:00,"-51,081",-,60,07-01-2025,10,1,Tuesday
07-01-2025 11:00,-,"-43,332",33,07-01-2025,11,1,Tuesday
07-01-2025 11:00,"-46,585",-,40,07-01-2025,11,1,Tuesday
07-01-2025 12:00,-,"-29,638",36,07-01-2025,12,1,Tuesday
07-01-2025 12:00,"-29,067",-,27,07-01-2025,12,1,Tuesday
07-01-2025 13:00,-,"-28,045",38,07-01-2025,13,1,Tuesday
07-01-2025 13:00,"-22,649",-,17,07-01-2025,13,1,Tuesday
07-01-2025 14:00,-,"-41,478",42,07-01-2025,14,1,Tuesday
07-01-2025 14:00,"-33,890",-,32,07-01-2025,14,1,Tuesday
07-01-2025 15:00,-,"-70,513",74,07-01-2025,15,1,Tuesday
07-01-2025 15:00,"-54,377",-,54,07-01-2025,15,1,Tuesday
07-01-2025 16:00,-,"-95,893",107,07-01-2025,16,1,Tuesday
07-01-2025 16:00,"-93,894",-,97,07-01-2025,16,1,Tuesday
07-01-2025 17:00,-,"-1,28,861",114,07-01-2025,17,1,Tuesday
07-01-2025 17:00,"-1,10,220",-,107,07-01-2025,17,1,Tuesday
07-01-2025 18:00,-,"-16,908",23,07-01-2025,18,1,Tuesday
07-01-2025 18:00,"-15,083",-,14,07-01-2025,18,1,Tuesday
07-01-2025 19:00,-,-,0,07-01-2025,19,1,Tuesday
07-01-2025 19:00,-,-,0,07-01-2025,19,1,Tuesday
07-01-2025 20:00,-,-,0,07-01-2025,20,1,Tuesday
07-01-2025 20:00,-,-,0,07-01-2025,20,1,Tuesday
07-01-2025 21:00,-,-,0,07-01-2025,21,1,Tuesday
07-01-2025 21:00,-,-,0,07-01-2025,21,1,Tuesday
07-01-2025 22:00,-,-,0,07-01-2025,22,1,Tuesday
07-01-2025 22:00,-,-,0,07-01-2025,22,1,Tuesday
07-01-2025 23:00,-,-,0,07-01-2025,23,1,Tuesday
07-01-2025 23:00,-,-,0,07-01-2025,23,1,Tuesday
08-01-2025 00:00,-,-,0,08-01-2025,0,2,Wednesday
08-01-2025 00:00,-,-,0,08-01-2025,0,2,Wednesday
08-01-2025 01:00,-,-,0,08-01-2025,1,2,Wednesday
08-01-2025 01:00,-,-,0,08-01-2025,1,2,Wednesday
08-01-2025 02:00,-,-,0,08-01-2025,2,2,Wednesday
08-01-2025 02:00,-,-,0,08-01-2025,2,2,Wednesday
08-01-2025 03:00,-,-,0,08-01-2025,3,2,Wednesday
08-01-2025 03:00,-,-,0,08-01-2025,3,2,Wednesday
08-01-2025 04:00,-,-,0,08-01-2025,4,2,Wednesday
08-01-2025 04:00,-,-,0,08-01-2025,4,2,Wednesday
08-01-2025 05:00,-,-,0,08-01-2025,5,2,Wednesday
08-01-2025 05:00,-,-,0,08-01-2025,5,2,Wednesday
08-01-2025 06:00,-,"-10,498",12,08-01-2025,6,2,Wednesday
08-01-2025 06:00,"-8,519",-,9,08-01-2025,6,2,Wednesday
08-01-2025 07:00,-,"-13,686",19,08-01-2025,7,2,Wednesday
08-01-2025 07:00,"-13,396",-,13,08-01-2025,7,2,Wednesday
08-01-2025 08:00,-,"-26,824",27,08-01-2025,8,2,Wednesday
08-01-2025 08:00,"-25,624",-,17,08-01-2025,8,2,Wednesday
08-01-2025 09:00,-,"-42,599",51,08-01-2025,9,2,Wednesday
08-01-2025 09:00,"-34,738",-,35,08-01-2025,9,2,Wednesday
08-01-2025 10:00,-,"-53,262",66,08-01-2025,10,2,Wednesday
08-01-2025 10:00,"-58,387",-,49,08-01-2025,10,2,Wednesday
08-01-2025 11:00,-,"-47,311",41,08-01-2025,11,2,Wednesday
08-01-2025 11:00,"-53,905",-,49,08-01-2025,11,2,Wednesday
08-01-2025 12:00,-,"-29,288",26,08-01-2025,12,2,Wednesday
08-01-2025 12:00,"-25,719",-,28,08-01-2025,12,2,Wednesday
08-01-2025 13:00,-,"-33,502",23,08-01-2025,13,2,Wednesday
08-01-2025 13:00,"-29,319",-,24,08-01-2025,13,2,Wednesday
08-01-2025 14:00,-,"-46,270",29,08-01-2025,14,2,Wednesday
08-01-2025 14:00,"-36,335",-,35,08-01-2025,14,2,Wednesday
08-01-2025 15:00,-,"-74,854",72,08-01-2025,15,2,Wednesday
08-01-2025 15:00,"-57,716",-,74,08-01-2025,15,2,Wednesday
08-01-2025 16:00,-,"-94,627",100,08-01-2025,16,2,Wednesday
08-01-2025 16:00,"-82,025",-,76,08-01-2025,16,2,Wednesday
08-01-2025 17:00,-,"-1,38,997",124,08-01-2025,17,2,Wednesday
08-01-2025 17:00,"-1,12,652",-,104,08-01-2025,17,2,Wednesday
08-01-2025 18:00,-,"-21,027",21,08-01-2025,18,2,Wednesday
08-01-2025 18:00,"-15,451",-,19,08-01-2025,18,2,Wednesday
08-01-2025 19:00,-,-,0,08-01-2025,19,2,Wednesday
08-01-2025 19:00,-,-,0,08-01-2025,19,2,Wednesday
08-01-2025 20:00,-,-,0,08-01-2025,20,2,Wednesday
08-01-2025 20:00,-,-,0,08-01-2025,20,2,Wednesday
08-01-2025 21:00,-,-,0,08-01-2025,21,2,Wednesday
08-01-2025 21:00,-,-,0,08-01-2025,21,2,Wednesday
08-01-2025 22:00,-,-,0,08-01-2025,22,2,Wednesday
08-01-2025 22:00,-,-,0,08-01-2025,22,2,Wednesday
08-01-2025 23:00,-,-,0,08-01-2025,23,2,Wednesday
08-01-2025 23:00,-,-,0,08-01-2025,23,2,Wednesday
09-01-2025 00:00,-,-,0,09-01-2025,0,3,Thursday
09-01-2025 00:00,-,-,0,09-01-2025,0,3,Thursday
09-01-2025 01:00,-,-,0,09-01-2025,1,3,Thursday
09-01-2025 01:00,-,-,0,09-01-2025,1,3,Thursday
09-01-2025 02:00,-,-,0,09-01-2025,2,3,Thursday
09-01-2025 02:00,-,-,0,09-01-2025,2,3,Thursday
09-01-2025 03:00,-,-,0,09-01-2025,3,3,Thursday
09-01-2025 03:00,-,-,0,09-01-2025,3,3,Thursday
09-01-2025 04:00,-,-,0,09-01-2025,4,3,Thursday
09-01-2025 04:00,-,-,0,09-01-2025,4,3,Thursday
09-01-2025 05:00,-,-,0,09-01-2025,5,3,Thursday
09-01-2025 05:00,-,-,0,09-01-2025,5,3,Thursday
09-01-2025 06:00,-,"-9,624",7,09-01-2025,6,3,Thursday
09-01-2025 06:00,"-8,559",-,12,09-01-2025,6,3,Thursday
09-01-2025 07:00,-,"-13,864",12,09-01-2025,7,3,Thursday
09-01-2025 07:00,"-13,667",-,10,09-01-2025,7,3,Thursday
09-01-2025 08:00,-,"-29,525",26,09-01-2025,8,3,Thursday
09-01-2025 08:00,"-23,903",-,24,09-01-2025,8,3,Thursday
09-01-2025 09:00,-,"-49,561",57,09-01-2025,9,3,Thursday
09-01-2025 09:00,"-28,201",-,39,09-01-2025,9,3,Thursday
09-01-2025 10:00,-,"-55,601",64,09-01-2025,10,3,Thursday
09-01-2025 10:00,"-49,172",-,42,09-01-2025,10,3,Thursday
09-01-2025 11:00,-,"-42,860",45,09-01-2025,11,3,Thursday
09-01-2025 11:00,"-48,249",-,59,09-01-2025,11,3,Thursday
09-01-2025 12:00,-,"-35,577",40,09-01-2025,12,3,Thursday
09-01-2025 12:00,"-28,683",-,29,09-01-2025,12,3,Thursday
09-01-2025 13:00,-,"-28,767",28,09-01-2025,13,3,Thursday
09-01-2025 13:00,"-23,454",-,17,09-01-2025,13,3,Thursday
09-01-2025 14:00,-,"-42,274",33,09-01-2025,14,3,Thursday
09-01-2025 14:00,"-38,405",-,28,09-01-2025,14,3,Thursday
09-01-2025 15:00,-,"-65,831",72,09-01-2025,15,3,Thursday
09-01-2025 15:00,"-55,640",-,54,09-01-2025,15,3,Thursday
09-01-2025 16:00,-,"-88,888",95,09-01-2025,16,3,Thursday
09-01-2025 16:00,"-78,241",-,73,09-01-2025,16,3,Thursday
09-01-2025 17:00,-,"-1,28,630",117,09-01-2025,17,3,Thursday
09-01-2025 17:00,"-1,14,499",-,107,09-01-2025,17,3,Thursday
09-01-2025 18:00,-,"-17,466",26,09-01-2025,18,3,Thursday
09-01-2025 18:00,"-15,224",-,12,09-01-2025,18,3,Thursday
09-01-2025 19:00,-,-,0,09-01-2025,19,3,Thursday
09-01-2025 19:00,-,-,0,09-01-2025,19,3,Thursday
09-01-2025 20:00,-,-,0,09-01-2025,20,3,Thursday
09-01-2025 20:00,-,-,0,09-01-2025,20,3,Thursday
09-01-2025 21:00,-,-,0,09-01-2025,21,3,Thursday
09-01-2025 21:00,-,-,0,09-01-2025,21,3,Thursday
09-01-2025 22:00,-,-,0,09-01-2025,22,3,Thursday
09-01-2025 22:00,-,-,0,09-01-2025,22,3,Thursday
09-01-2025 23:00,-,-,0,09-01-2025,23,3,Thursday
09-01-2025 23:00,-,-,0,09-01-2025,23,3,Thursday
10-01-2025 00:00,-,-,0,10-01-2025,0,4,Friday
10-01-2025 00:00,-,-,0,10-01-2025,0,4,Friday
10-01-2025 01:00,-,-,0,10-01-2025,1,4,Friday
10-01-2025 01:00,-,-,0,10-01-2025,1,4,Friday
10-01-2025 02:00,-,-,0,10-01-2025,2,4,Friday
10-01-2025 02:00,-,-,0,10-01-2025,2,4,Friday
10-01-2025 03:00,-,-,0,10-01-2025,3,4,Friday
10-01-2025 03:00,-,-,0,10-01-2025,3,4,Friday
10-01-2025 04:00,-,-,0,10-01-2025,4,4,Friday
10-01-2025 04:00,-,-,0,10-01-2025,4,4,Friday
10-01-2025 05:00,-,-,0,10-01-2025,5,4,Friday
10-01-2025 05:00,-,-,0,10-01-2025,5,4,Friday
10-01-2025 06:00,-,"-10,340",11,10-01-2025,6,4,Friday
10-01-2025 06:00,"-8,964",-,8,10-01-2025,6,4,Friday
10-01-2025 07:00,-,"-16,698",18,10-01-2025,7,4,Friday
10-01-2025 07:00,"-14,369",-,14,10-01-2025,7,4,Friday
10-01-2025 08:00,-,"-28,608",27,10-01-2025,8,4,Friday
