timestamp,rank,txn_id,direction,counterparty,channel,amount,pct_of_minute,pct_of_excess
2026-01-22 06:42:00,3,TXN00016207,CR,MIDLGB22,CHAPS,53324.38,1.2261544928337145,1.299465512715203
2026-01-22 06:42:00,4,TXN00016210,DR,HSBCGB2L,INTERNAL,50752.21,1.167009355059359,1.2367841236800063
2026-01-22 06:42:00,5,TXN00016209,DR,CHASGB2L,CHAPS,26111.59,0.6004166085668862,0.6363151467895016
2026-01-22 06:56:00,1,TXN00016259,DR,TSBSGB2A,CHAPS,131470.57,59.93148958303418,
2026-01-22 06:56:00,2,TXN00016257,DR,RBOSGB2L,FPS,31747.28,14.4721497792979,
2026-01-22 06:56:00,3,TXN00016258,DR,HSBCGB2L,FPS,31212.25,14.228253788951083,
2026-01-22 06:56:00,4,TXN00016256,CR,HSBCGB2L,FPS,24938.0,11.368106848716836,
2026-01-22 06:57:00,1,TXN00016260,DR,LOYDGB2L,CHAPS,184621.96,56.243176071015654,
2026-01-22 06:57:00,2,TXN00016261,DR,BNPAGB22,BACS,143634.68,43.756823928984346,
2026-01-22 06:58:00,1,TXN00016265,DR,NTSBGB2L,CHAPS,146556.01,23.49714955430597,73.88643357294809
2026-01-22 06:58:00,2,TXN00016263,CR,CITIGB2L,FPS,143258.83,22.968516633912824,72.22415530098877
2026-01-22 06:58:00,3,TXN00016262,DR,DEUTGB2L,FPS,108153.14,17.34006340202487,54.52556871816963
2026-01-22 06:58:00,4,TXN00016267,CR,CITIGB2L,FPS,77218.42,12.380336794698568,38.92978295423031
2026-01-22 06:58:00,5,TXN00016264,CR,BARCGB22,CHAPS,74686.26,11.974358614646917,37.65319066957356
2026-01-22 06:59:00,1,TXN00016271,DR,BARCGB22,CHAPS,332271.69,51.68517193915893,158.24896201887066
2026-01-22 06:59:00,2,TXN00016269,DR,BOFAGB22,CHAPS,156503.83,24.344317033710873,74.53710139879142
2026-01-22 06:59:00,3,TXN00016268,DR,NWBKGB2L,CHAPS,115965.57,18.038552801391447,55.23019756039609
2026-01-22 06:59:00,4,TXN00016270,DR,CITIGB2L,SWIFT,38135.15,5.931958225738752,18.162389651474477
2026-01-22 07:00:00,1,TXN00016272,CR,SANTGB2L,CHAPS,47163.76,60.88583898735145,
2026-01-22 07:00:00,2,TXN00016273,CR,LOYDGB2L,INTERNAL,30298.85,39.11416101264855,
2026-01-22 07:01:00,1,TXN00016274,DR,HSBCGB2L,SWIFT,205834.2,79.51140978775797,
2026-01-22 07:01:00,2,TXN00016275,CR,COBAGB2X,SWIFT,53039.59,20.488590212242034,
2026-01-22 07:02:00,1,TXN00016276,CR,MIDLGB22,CHAPS,18775.71,100.0,
2026-01-22 07:04:00,1,TXN00016277,CR,SANTGB2L,SWIFT,1626712.12,92.92047664724808,183.58167101389444
2026-01-22 07:04:00,2,TXN00016279,CR,NTSBGB2L,CHAPS,61155.92,3.493326917734511,6.901716565554357
2026-01-22 07:04:00,3,TXN00016278,CR,HSBCGB2L,SWIFT,42190.25,2.409976597375176,4.761356665550608
2026-01-22 07:04:00,4,TXN00016280,CR,CHASGB2L,BACS,20591.49,1.1762198376422268,2.32384089132249
2026-01-22 07:05:00,1,TXN00016281,CR,BOFAGB22,CHAPS,189200.83,24.263563365396365,
2026-01-22 07:05:00,2,TXN00016283,CR,COBAGB2X,CHAPS,161410.08,20.699611644905023,
2026-01-22 07:05:00,3,TXN00016285,DR,CHASGB2L,CHAPS,129306.37,16.582555700439514,
2026-01-22 07:05:00,4,TXN00016286,CR,LOYDGB2L,CHAPS,127216.06,16.314489386257268,
2026-01-22 07:05:00,5,TXN00016284,DR,LOYDGB2L,BACS,100607.51,12.902145798830524,
2026-01-22 07:06:00,1,TXN00016290,DR,LOYDGB2L,FPS,881520.79,62.806489419557685,163.5480784296116
2026-01-22 07:06:00,2,TXN00016287,CR,TSBSGB2A,FPS,461498.77,32.88081000919318,85.62161878352215
2026-01-22 07:06:00,3,TXN00016288,CR,LOYDGB2L,FPS,56458.57,4.022553545615591,10.474728150635809
2026-01-22 07:06:00,4,TXN00016289,CR,TSBSGB2A,CHAPS,4072.36,0.29014702563354167,0.7555427622683898
2026-01-22 07:07:00,1,TXN00016292,DR,CITIGB2L,SWIFT,3167885.21,95.70626095675112,130.2702916213704
2026-01-22 07:07:00,2,TXN00016293,DR,LOYDGB2L,FPS,100358.44,3.0319694089712454,4.126956117032348
2026-01-22 07:07:00,3,TXN00016291,DR,COBAGB2X,FPS,41764.68,1.2617696342776272,1.7174539739945993
2026-01-22 07:08:00,1,TXN00016297,DR,BOFAGB22,CHAPS,135265.44,35.05399655854397,
2026-01-22 07:08:00,2,TXN00016296,DR,BOFAGB22,CHAPS,97946.67,25.38284896053894,
2026-01-22 07:08:00,3,TXN00016298,DR,LOYDGB2L,CHAPS,76594.28,19.849383756295428,
2026-01-22 07:08:00,4,TXN00016294,DR,CHASGB2L,BACS,57561.0,14.916915184738613,
2026-01-22 07:08:00,5,TXN00016295,CR,BNPAGB22,SWIFT,18509.98,4.796855539883047,
2026-01-22 07:09:00,1,TXN00016303,DR,RBOSGB2L,SWIFT,19438334.6,95.32869206397872,99.6192723111059
2026-01-22 07:09:00,2,TXN00016299,DR,CHASGB2L,CHAPS,399810.66,1.960735221166328,2.048984536536529
2026-01-22 07:09:00,3,TXN00016300,DR,RBOSGB2L,CHAPS,350928.04,1.721007058998542,1.7984666226685213
2026-01-22 07:09:00,4,TXN00016302,DR,NTSBGB2L,SWIFT,121652.57,0.5966035991746749,0.6234556996552508
2026-01-22 07:09:00,5,TXN00016301,DR,CITIGB2L,CHAPS,80128.32,0.3929620566817461,0.41064860206241294
2026-01-22 07:10:00,1,TXN00016305,DR,TSBSGB2A,CHAPS,675961.3,65.74642149265411,496.9905353173916
2026-01-22 07:10:00,2,TXN00016306,DR,COBAGB2X,CHAPS,301395.24,29.314782495565414,221.5963867601795
2026-01-22 07:10:00,3,TXN00016304,CR,TSBSGB2A,SWIFT,29100.86,2.830454062027986,21.395976351895396
2026-01-22 07:10:00,4,TXN00016307,DR,BNPAGB22,CHAPS,21676.58,2.108341949752502,15.937384430218513
2026-01-22 07:11:00,1,TXN00016309,CR,BNPAGB22,BACS,753954.49,66.32345199394274,326.8975939286111
2026-01-22 07:11:00,2,TXN00016311,DR,RBOSGB2L,CHAPS,131309.3,11.550943950089382,56.93273904430249
2026-01-22 07:11:00,3,TXN00016308,CR,NTSBGB2L,FPS,116868.25,10.28060164280088,50.671426774907076
2026-01-22 07:11:00,4,TXN00016310,CR,COBAGB2X,SWIFT,70111.84,6.167559602234075,30.398906175235794
2026-01-22 07:11:00,5,TXN00016312,CR,BOFAGB22,INTERNAL,64540.27,5.677442810932929,27.983199588748285
2026-01-22 07:12:00,1,TXN00016314,CR,BARCGB22,FPS,1123813.0,68.03560081760192,153.6492666422292
2026-01-22 07:12:00,2,TXN00016315,DR,CITIGB2L,SWIFT,174020.67,10.53520544621893,23.792346525702566
2026-01-22 07:12:00,3,TXN00016318,DR,LOYDGB2L,CHAPS,134278.05,8.129188582411834,18.358680588895645
2026-01-22 07:12:00,4,TXN00016313,CR,CITIGB2L,SWIFT,131983.82,7.990295976200867,18.045010292317304
2026-01-22 07:12:00,5,TXN00016316,DR,BOFAGB22,FPS,74585.03,4.515375180789744,10.197368389570743
2026-01-22 07:13:00,1,TXN00016319,CR,HSBCGB2L,BACS,88459.08,100.0,
2026-01-22 07:14:00,1,TXN00016321,DR,COBAGB2X,CHAPS,718975.34,91.05232899836774,
2026-01-22 07:14:00,2,TXN00016320,DR,BNPAGB22,SWIFT,60534.61,7.666211786217705,
2026-01-22 07:14:00,3,TXN00016322,DR,BOFAGB22,CHAPS,10118.77,1.2814592154145559,
2026-01-22 07:15:00,1,TXN00016326,DR,CHASGB2L,FPS,83353.88,33.04253686687689,
2026-01-22 07:15:00,2,TXN00016324,DR,MIDLGB22,CHAPS,62626.34,24.825876711288863,
2026-01-22 07:15:00,3,TXN00016323,DR,LOYDGB2L,CHAPS,58142.71,23.048508824245868,
2026-01-22 07:15:00,4,TXN00016325,DR,COBAGB2X,FPS,48139.42,19.08307759758838,
2026-01-22 07:17:00,1,TXN00016327,DR,MIDLGB22,BACS,41861.86,100.0,
2026-01-22 07:18:00,1,TXN00016328,DR,COBAGB2X,INTERNAL,867947.25,75.52779516076538,184.27402922882845
2026-01-22 07:18:00,2,TXN00016329,CR,MIDLGB22,SWIFT,281228.69,24.472204839234628,59.70771131660955
2026-01-22 07:19:00,1,TXN00016332,CR,DEUTGB2L,CHAPS,366747.51,27.21850767779756,58.65011326145397
2026-01-22 07:19:00,2,TXN00016330,DR,NWBKGB2L,SWIFT,328016.95,24.344083132351027,52.45633779265927
2026-01-22 07:19:00,3,TXN00016335,DR,HSBCGB2L,SWIFT,265374.5,19.695015422849604,42.43858255970631
2026-01-22 07:19:00,4,TXN00016333,DR,RBOSGB2L,CHAPS,216291.43,16.052269715742074,34.58923788461943
2026-01-22 07:19:00,5,TXN00016334,DR,NWBKGB2L,INTERNAL,134952.5,10.015625347771211,21.581549142395993
2026-01-22 07:20:00,1,TXN00016338,CR,NWBKGB2L,SWIFT,177617.37,16.166506340218668,49.982924961837846
2026-01-22 07:20:00,2,TXN00016339,DR,MIDLGB22,SWIFT,170878.54,15.553146633785364,48.08656519578241
2026-01-22 07:20:00,3,TXN00016342,DR,BARCGB22,FPS,161039.06,14.657569721434648,45.317658131661915
2026-01-22 07:20:00,4,TXN00016346,CR,NWBKGB2L,INTERNAL,140006.15,12.74318109565864,39.39883182396977
2026-01-22 07:20:00,5,TXN00016345,CR,NTSBGB2L,CHAPS,137375.92,12.50378091778621,38.65866441397843
2026-01-22 07:21:00,1,TXN00016347,CR,HSBCGB2L,CHAPS,240372.73,21.37115324499632,66.8449428511011
2026-01-22 07:21:00,2,TXN00016354,DR,BARCGB22,CHAPS,199520.63,17.739058666381208,55.484434985473136
2026-01-22 07:21:00,3,TXN00016349,CR,LOYDGB2L,SWIFT,193716.54,17.223026349247103,53.87038307387464
2026-01-22 07:21:00,4,TXN00016352,DR,COBAGB2X,BACS,179987.96,16.002440357582444,50.052619946057405
2026-01-22 07:21:00,5,TXN00016353,DR,BNPAGB22,SWIFT,151121.14,13.435937768392211,42.02508315686746
2026-01-22 07:22:00,1,TXN00016358,CR,BARCGB22,SWIFT,596163.46,31.393114999459673,52.84341429330551
2026-01-22 07:22:00,2,TXN00016360,DR,LOYDGB2L,SWIFT,363533.59,19.143158819288292,32.22330349784045
2026-01-22 07:22:00,3,TXN00016357,DR,LOYDGB2L,CHAPS,362609.37,19.09449071617308,32.141381435126036
2026-01-22 07:22:00,4,TXN00016356,CR,RBOSGB2L,BACS,228859.93,12.051436532621926,20.285946569296442
2026-01-22 07:22:00,5,TXN00016359,DR,NTSBGB2L,CHAPS,141512.11,7.45182528135184,12.543511231382446
2026-01-22 07:23:00,1,TXN00016364,CR,NTSBGB2L,SWIFT,164693.39,43.03239089485856,
2026-01-22 07:23:00,2,TXN00016366,CR,BNPAGB22,SWIFT,80681.85,21.08119158467953,
2026-01-22 07:23:00,3,TXN00016363,DR,CHASGB2L,CHAPS,70329.8,18.376326124304217,
2026-01-22 07:23:00,4,TXN00016365,DR,TSBSGB2A,CHAPS,33184.54,8.670718945952048,
2026-01-22 07:23:00,5,TXN00016368,DR,BOFAGB22,SWIFT,22692.05,5.92915821215214,
2026-01-22 07:24:00,1,TXN00016370,CR,HSBCGB2L,CHAPS,131185.23,49.73918490743225,
2026-01-22 07:24:00,2,TXN00016369,CR,HSBCGB2L,CHAPS,56360.3,21.369138760044503,
2026-01-22 07:24:00,3,TXN00016372,CR,SANTGB2L,SWIFT,55191.14,20.925849028217428,
2026-01-22 07:24:00,4,TXN00016371,CR,LOYDGB2L,FPS,21009.57,7.965827304305836,
2026-01-22 07:25:00,1,TXN00016378,DR,NWBKGB2L,CHAPS,680433.03,49.47889127462911,111.53855409185151
2026-01-22 07:25:00,2,TXN00016377,DR,DEUTGB2L,CHAPS,297915.39,21.66344451392774,48.83515405228056
2026-01-22 07:25:00,3,TXN00016376,DR,MIDLGB22,CHAPS,214158.97,15.572948291643863,35.10555896970522
2026-01-22 07:25:00,4,TXN00016375,DR,COBAGB2X,CHAPS,114447.9,8.322281475238826,18.760631424445712
2026-01-22 07:25:00,5,TXN00016373,CR,BARCGB22,SWIFT,61883.0,4.4999317989426135,10.144040689597398
2026-01-22 07:26:00,1,TXN00016382,DR,NWBKGB2L,CHAPS,288762.92,27.305258555139588,100.72669785905174
2026-01-22 07:26:00,2,TXN00016384,CR,TSBSGB2A,CHAPS,217302.42,20.547994052551957,75.79974327514336
2026-01-22 07:26:00,3,TXN00016385,DR,NWBKGB2L,CHAPS,205580.8,19.43960428843302,71.71099089599919
2026-01-22 07:26:00,4,TXN00016379,CR,BOFAGB22,CHAPS,100379.35,9.491814618534994,35.01446951269922
2026-01-22 07:26:00,5,TXN00016386,CR,CHASGB2L,SWIFT,96016.92,9.07930570264407,33.492760393878626
2026-01-22 07:27:00,1,TXN00016391,CR,CITIGB2L,CHAPS,529316.37,54.771512331068145,278.8681779312558
2026-01-22 07:27:00,2,TXN00016387,CR,LOYDGB2L,SWIFT,282814.09,29.26445561816805,148.99945371344967
2026-01-22 07:27:00,3,TXN00016389,CR,NTSBGB2L,CHAPS,88340.69,9.141136503430015,46.54193343291065
2026-01-22 07:27:00,4,TXN00016390,DR,CITIGB2L,FPS,39699.88,4.107982654989351,20.915720403072932
2026-01-22 07:27:00,5,TXN00016388,CR,TSBSGB2A,FPS,26237.14,2.7149128923444428,13.8229305583866
2026-01-22 07:28:00,1,TXN00016392,CR,DEUTGB2L,CHAPS,750935.54,49.238546734158945,107.03753224877399
2026-01-22 07:28:00,2,TXN00016397,DR,LOYDGB2L,CHAPS,302913.34,19.86190805137573,43.17693686309459
2026-01-22 07:28:00,3,TXN00016396,CR,CHASGB2L,CHAPS,275490.84,18.06382555841305,39.26816364390189
2026-01-22 07:28:00,4,TXN00016393,DR,LOYDGB2L,FPS,89563.11,5.87261774478222,12.76622794404629
2026-01-22 07:28:00,5,TXN00016394,CR,RBOSGB2L,SWIFT,66502.05,4.3605131498269145,9.479129622077256
2026-01-22 07:29:00,1,TXN00016400,CR,RBOSGB2L,CHAPS,151317.37,41.27569144122261,
2026-01-22 07:29:00,2,TXN00016399,CR,RBOSGB2L,FPS,122435.42,33.3973992370902,
2026-01-22 07:29:00,3,TXN00016398,DR,BOFAGB22,CHAPS,52009.69,14.186976130986423,
2026-01-22 07:29:00,4,TXN00016401,DR,MIDLGB22,BACS,28557.39,7.7897601445667215,
2026-01-22 07:29:00,5,TXN00016402,CR,MIDLGB22,CHAPS,12281.79,3.350173046134052,
2026-01-22 07:30:00,1,TXN00016406,DR,LOYDGB2L,FPS,1349696.79,67.79748284632201,212.18438519494956
2026-01-22 07:30:00,2,TXN00016405,CR,BOFAGB22,SWIFT,302429.3,15.19151962936444,47.54458598470769
2026-01-22 07:30:00,3,TXN00016403,DR,BARCGB22,CHAPS,124425.3,6.250086837947114,19.560768002713527
2026-01-22 07:30:00,4,TXN00016404,CR,NTSBGB2L,FPS,110606.49,5.555945353079551,17.388327699305957
2026-01-22 07:30:00,5,TXN00016409,DR,COBAGB2X,CHAPS,52623.39,2.64335916575775,8.272866718475381
2026-01-22 07:31:00,1,TXN00016415,CR,RBOSGB2L,FPS,1324127.25,55.215263037747896,128.00576631531715
2026-01-22 07:31:00,2,TXN00016411,DR,HSBCGB2L,BACS,478221.34,19.941525316667466,46.23051832445698
2026-01-22 07:31:00,3,TXN00016410,CR,NTSBGB2L,FPS,225992.8,9.423755833615804,21.847131041026614
2026-01-22 07:31:00,4,TXN00016414,DR,CHASGB2L,FPS,141895.59,5.916955734991807,13.717302271903288
2026-01-22 07:31:00,5,TXN00016412,DR,SANTGB2L,FPS,138006.03,5.75476356010748,13.341291500710863
2026-01-22 07:32:00,1,TXN00016418,DR,MIDLGB22,INTERNAL,282589.19,51.38253489559428,
2026-01-22 07:32:00,2,TXN00016416,DR,NTSBGB2L,SWIFT,99755.41,18.138294091678862,
2026-01-22 07:32:00,3,TXN00016419,DR,BOFAGB22,CHAPS,76097.34,13.83660227063853,
2026-01-22 07:32:00,4,TXN00016417,DR,RBOSGB2L,FPS,72987.4,13.27112911657625,
2026-01-22 07:32:00,5,TXN00016420,CR,COBAGB2X,CHAPS,18541.95,3.3714396255120884,
2026-01-22 07:33:00,1,TXN00016421,CR,SANTGB2L,CHAPS,1545176.94,85.20592760876423,343.54714186277425
2026-01-22 07:33:00,2,TXN00016423,DR,BARCGB22,CHAPS,145149.31,8.003990533486785,32.27179315389848
2026-01-22 07:33:00,3,TXN00016422,CR,RBOSGB2L,FPS,123135.54,6.790081857748985,27.37735836824572
2026-01-22 07:34:00,1,TXN00016430,CR,COBAGB2X,CHAPS,286630.13,38.34061523343395,
2026-01-22 07:34:00,2,TXN00016429,CR,NTSBGB2L,CHAPS,153741.34,20.564961410067212,
2026-01-22 07:34:00,3,TXN00016426,CR,BARCGB22,CHAPS,141237.6,18.89241887478351,
2026-01-22 07:34:00,4,TXN00016424,DR,HSBCGB2L,CHAPS,96322.1,12.884369743600747,
2026-01-22 07:34:00,5,TXN00016428,DR,SANTGB2L,SWIFT,22562.83,3.0180804216478587,
2026-01-22 07:35:00,1,TXN00016433,DR,SANTGB2L,SWIFT,276189.24,46.40300533833443,
2026-01-22 07:35:00,2,TXN00016436,CR,BNPAGB22,CHAPS,108695.56,18.262118578309753,
2026-01-22 07:35:00,3,TXN00016432,DR,BNPAGB22,BACS,86615.92,14.552482197151303,
2026-01-22 07:35:00,4,TXN00016435,CR,BARCGB22,BACS,63855.15,10.728408052138983,
2026-01-22 07:35:00,5,TXN00016434,CR,BARCGB22,SWIFT,59841.01,10.053985834065529,
2026-01-22 07:36:00,1,TXN00016442,CR,BOFAGB22,FPS,1597283.25,50.580971601841725,88.5808331593595
2026-01-22 07:36:00,2,TXN00016437,DR,LOYDGB2L,CHAPS,831809.86,26.340820206304635,46.12983353388961
2026-01-22 07:36:00,3,TXN00016441,CR,COBAGB2X,CHAPS,432478.44,13.69524139945048,23.98403698195675
2026-01-22 07:36:00,4,TXN00016443,CR,LOYDGB2L,SWIFT,92867.69,2.940829681034119,5.150180691987547
2026-01-22 07:36:00,5,TXN00016444,CR,CHASGB2L,BACS,86249.61,2.7312557582256773,4.783160603149018
2026-01-22 07:37:00,1,TXN00016446,DR,NWBKGB2L,SWIFT,510129.08,64.62791430763733,
2026-01-22 07:37:00,2,TXN00016445,DR,CHASGB2L,CHAPS,279203.34,35.37208569236267,
2026-01-22 07:38:00,1,TXN00016449,DR,RBOSGB2L,INTERNAL,507507.18,25.50647272747303,79.9175791353537
2026-01-22 07:38:00,2,TXN00016452,CR,COBAGB2X,FPS,466582.87,23.44968449266293,73.47319388944497
2026-01-22 07:38:00,3,TXN00016451,CR,CITIGB2L,FPS,391484.87,19.6753830357106,61.64744916223383
2026-01-22 07:38:00,4,TXN00016448,DR,LOYDGB2L,FPS,206109.84,10.358740171565316,32.45628849778064
2026-01-22 07:38:00,5,TXN00016457,CR,SANTGB2L,FPS,188067.3,9.451951908107958,29.615114667978304
2026-01-22 07:39:00,1,TXN00016461,DR,BNPAGB22,CHAPS,376384.14,66.59447243295534,
2026-01-22 07:39:00,2,TXN00016459,DR,NWBKGB2L,CHAPS,106028.88,18.7599225787174,
2026-01-22 07:39:00,3,TXN00016460,DR,BOFAGB22,CHAPS,55580.69,9.834013537365408,
2026-01-22 07:39:00,4,TXN00016458,DR,COBAGB2X,CHAPS,27194.55,4.811591450961844,
2026-01-22 07:40:00,1,TXN00016467,CR,COBAGB2X,FPS,2498028.36,57.20055976867294,82.92323842468136
2026-01-22 07:40:00,2,TXN00016463,CR,COBAGB2X,FPS,1018675.63,23.325922632321742,33.8154215926926
2026-01-22 07:40:00,3,TXN00016466,CR,COBAGB2X,BACS,566039.32,12.961328411451255,18.78994419827343
2026-01-22 07:40:00,4,TXN00016465,DR,COBAGB2X,CHAPS,165640.8,3.792889877571606,5.498525065285871
2026-01-22 07:40:00,5,TXN00016464,DR,RBOSGB2L,FPS,104090.53,2.3834943901989343,3.455334605144934
2026-01-22 07:41:00,1,TXN00016469,CR,NWBKGB2L,FPS,570140.98,44.3778382777493,
2026-01-22 07:41:00,2,TXN00016471,CR,LOYDGB2L,CHAPS,214327.32,16.68251095626107,
2026-01-22 07:41:00,3,TXN00016470,CR,TSBSGB2A,FPS,179230.09,13.950661726730205,
2026-01-22 07:41:00,4,TXN00016472,CR,CITIGB2L,CHAPS,169625.53,13.203075383420977,
2026-01-22 07:41:00,5,TXN00016473,DR,TSBSGB2A,INTERNAL,117840.95,9.17233948276502,
2026-01-22 07:42:00,1,TXN00016475,CR,MIDLGB22,CHAPS,1976335.13,84.07628203362461,198.43433444351362
2026-01-22 07:42:00,2,TXN00016477,DR,CHASGB2L,CHAPS,150152.55,6.387716308958147,15.07609760711302
2026-01-22 07:42:00,3,TXN00016474,CR,DEUTGB2L,CHAPS,136233.68,5.795586552245602,13.678570607400282
2026-01-22 07:42:00,4,TXN00016476,DR,NTSBGB2L,SWIFT,87923.89,3.740415105171655,8.828016225079551
2026-01-22 07:43:00,1,TXN00016485,CR,DEUTGB2L,FPS,441559.93,35.60666157553793,
2026-01-22 07:43:00,2,TXN00016484,DR,CHASGB2L,CHAPS,298910.04,24.10361066007621,
2026-01-22 07:43:00,3,TXN00016486,DR,SANTGB2L,CHAPS,161106.81,12.991386381423899,
2026-01-22 07:43:00,4,TXN00016482,CR,HSBCGB2L,FPS,123367.6,9.948158979430795,
2026-01-22 07:43:00,5,TXN00016483,DR,TSBSGB2A,CHAPS,64126.9,5.1710870281829315,
2026-01-22 07:44:00,1,TXN00016488,CR,TSBSGB2A,BACS,141187.68,25.49430724017901,
2026-01-22 07:44:00,2,TXN00016491,DR,BARCGB22,FPS,136226.83,24.598524873952417,
2026-01-22 07:44:00,3,TXN00016487,CR,HSBCGB2L,FPS,94938.28,17.14303740364699,
2026-01-22 07:44:00,4,TXN00016492,CR,CHASGB2L,INTERNAL,93672.72,16.91451480542255,
2026-01-22 07:44:00,5,TXN00016489,DR,RBOSGB2L,BACS,71013.53,12.822937185664282,
2026-01-22 07:45:00,1,TXN00016500,CR,DEUTGB2L,FPS,1172218.19,31.245788867638836,51.66251806160289
2026-01-22 07:45:00,2,TXN00016496,DR,BOFAGB22,BACS,662323.43,17.654407884482985,29.1902108813017
2026-01-22 07:45:00,3,TXN00016494,CR,LOYDGB2L,CHAPS,479352.93,12.777280349031317,21.12625415240081
2026-01-22 07:45:00,4,TXN00016499,DR,CHASGB2L,CHAPS,428993.82,11.434944824770088,18.906805203275354
2026-01-22 07:45:00,5,TXN00016495,CR,SANTGB2L,BACS,388455.89,10.354395475923075,17.120199638994702
2026-01-22 07:46:00,1,TXN00016501,CR,TSBSGB2A,FPS,980602.45,51.068030560541324,237.73394238758553
2026-01-22 07:46:00,2,TXN00016504,DR,BARCGB22,SWIFT,470411.64,24.49820108807026,114.04500745659938
2026-01-22 07:46:00,3,TXN00016503,DR,NTSBGB2L,INTERNAL,167977.96,8.747993230872906,40.72400865919124
2026-01-22 07:46:00,4,TXN00016505,DR,NWBKGB2L,CHAPS,140774.36,7.331278153160483,34.12885985537689
2026-01-22 07:46:00,5,TXN00016502,DR,BARCGB22,BACS,85440.38,4.449582944591117,20.713876838155375
2026-01-22 07:47:00,1,TXN00016509,CR,CITIGB2L,CHAPS,446754.66,33.32939129267078,
2026-01-22 07:47:00,2,TXN00016513,DR,SANTGB2L,SWIFT,368163.94,27.466260824478848,
2026-01-22 07:47:00,3,TXN00016508,DR,COBAGB2X,CHAPS,196298.1,14.644494553023394,
2026-01-22 07:47:00,4,TXN00016512,DR,BOFAGB22,FPS,95366.76,7.114679140345674,
