timestamp,status,direction,total_amount,baseline,excess_over_baseline,txn_count,vote_count,ewi_score,top_txn_amount,top_n_sum,pct_excess_explained_by_top_n,max_duplicate_txns,likely_cause
2026-01-22 07:05:00,RED_CONFIRMED,LOW,779773.47,878229.6254528159,-98456.15545281593,6,1,87.77273252060748,189200.83,707740.85,,1,BROAD_ELEVATION
2026-01-22 07:06:00,RED_CONFIRMED,HIGH,1403550.49,864552.5399999992,538997.9500000008,4,1,86.02261025065202,881520.79,1403550.4900000002,260.399968126038,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:07:00,RED_CONFIRMED,HIGH,3310008.33,878229.6254528159,2431778.704547184,3,2,85.61856984661163,3167885.21,3310008.33,136.11470171239733,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:08:00,RED_CONFIRMED,LOW,385877.37,892123.0800000004,-506245.7100000004,5,2,87.74482722499403,135265.44,385877.37,,1,DR_CR_IMBALANCE
2026-01-22 07:09:00,RED_CONFIRMED,HIGH,20390854.19,878229.6254528159,19512624.564547185,5,2,80.4697066383295,19438334.6,20390854.19,104.5008277720286,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:10:00,RED_CONFIRMED,HIGH,1028133.98,892123.0800000004,136010.89999999956,4,0,69.77720028609255,675961.3,1028133.98,755.920282859685,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:11:00,RED_CONFIRMED,HIGH,1136784.15,906144.7987159856,230639.3512840143,5,0,57.48187895836032,753954.49,1136784.1500000001,492.88386551180486,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:12:00,RED_CONFIRMED,HIGH,1651801.3900000001,920386.9000000007,731414.4899999994,6,1,55.270253754636364,1123813.0,1638680.57,224.0426724387155,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:13:00,RED_CONFIRMED,LOW,88459.08,921447.5688346564,-832988.4888346564,1,1,56.967037787561026,88459.08,88459.08,,1,FLOW_STALL_or_OUTAGE
2026-01-22 07:14:00,RED_CONFIRMED,LOW,789628.72,920386.9000000007,-130758.18000000075,3,0,57.238272634296514,718975.34,789628.72,,1,DR_CR_IMBALANCE
2026-01-22 07:15:00,RED_CONFIRMED,LOW,252262.35,765155.7199999997,-512893.36999999976,4,1,57.8646464070161,83353.88,252262.34999999998,,1,DR_CR_IMBALANCE
2026-01-22 07:16:00,RED_CONFIRMED,LOW,0.0,743318.9456225471,-743318.9456225471,0,3,66.86036872632837,0.0,0.0,,0,FLOW_STALL_or_OUTAGE
2026-01-22 07:17:00,RED_CONFIRMED,LOW,41861.86,722105.3700000002,-680243.5100000002,1,2,79.28849561136552,41861.86,41861.86,,1,FLOW_STALL_or_OUTAGE
2026-01-22 07:18:00,RED_CONFIRMED,HIGH,1149175.94,678166.9466913458,471008.9933086542,2,2,88.28282828282828,867947.25,1149175.94,243.981740545438,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:19:00,RED_CONFIRMED,HIGH,1347419.61,722105.3700000002,625314.2399999999,7,2,88.28282828282828,366747.51,1311382.89,209.71582064083495,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:20:00,RED_CONFIRMED,HIGH,1098675.04,743318.9456225471,355356.094377453,10,1,87.22317967707947,177617.37,786917.04,221.44464452723037,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:21:00,RED_CONFIRMED,HIGH,1124753.2000000002,765155.7199999997,359597.48000000045,8,1,86.53701413774786,240372.73,964719.0,268.27746401337373,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:22:00,RED_CONFIRMED,HIGH,1899026.14,770856.304699397,1128169.835300603,7,2,83.59022729983776,596163.46,1692678.46,150.03755702695088,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:23:00,RED_CONFIRMED,LOW,382719.59,776599.3599999998,-393879.7699999997,7,2,80.83008373644635,164693.39,371581.63,,1,BROAD_ELEVATION
2026-01-22 07:24:00,RED_CONFIRMED,LOW,263746.24,770856.304699397,-507110.06469939696,4,2,78.31813006889539,131185.23,263746.24000000005,,1,DR_CR_IMBALANCE
2026-01-22 07:25:00,RED_CONFIRMED,HIGH,1375198.62,765155.7199999997,610042.9000000004,6,1,75.32295332816035,680433.03,1368838.29,224.3839392278804,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:26:00,RED_CONFIRMED,HIGH,1057535.93,770856.304699397,286679.625300603,8,0,69.68436680361536,288762.92,908042.4099999999,316.7446619367721,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:27:00,RED_CONFIRMED,HIGH,966408.17,776599.3599999998,189808.8100000003,5,0,61.58093710213564,529316.37,966408.1699999999,509.1482160390756,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:28:00,RED_CONFIRMED,HIGH,1525096.8800000001,823534.0503799242,701562.8296200759,6,1,58.07525111922357,750935.54,1485404.8800000004,211.72799032189405,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:29:00,RED_CONFIRMED,LOW,366601.66,873305.2900000002,-506703.6300000002,5,1,57.77989383241475,151317.37,366601.66,,1,BROAD_ELEVATION
2026-01-22 07:30:00,RED_CONFIRMED,HIGH,1990777.1400000001,1354680.9499999993,636096.1900000009,7,0,55.63549000758377,1349696.79,1939781.27,304.9509336001521,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:31:00,RED_CONFIRMED,HIGH,2398118.16,1363690.346226149,1034427.8137738511,6,1,55.0734139748605,1324127.25,2308243.01,223.1420094534149,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:32:00,RED_CONFIRMED,LOW,549971.2899999999,1372759.6600000004,-822788.3700000005,5,1,54.57134728417221,282589.19,549971.2899999999,,1,DR_CR_IMBALANCE
2026-01-22 07:33:00,RED_CONFIRMED,HIGH,1813461.79,1363690.346226149,449771.44377385103,3,0,50.45380694107351,1545176.94,1813461.79,403.1962933849185,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:34:00,RED_CONFIRMED,LOW,747588.76,1372759.6600000004,-625170.9000000004,8,1,49.628131651448086,286630.13,700493.9999999999,,1,BROAD_ELEVATION
2026-01-22 07:35:00,RED_CONFIRMED,LOW,595196.88,1363690.346226149,-768493.466226149,5,1,48.038121887041605,276189.24,595196.88,,1,BROAD_ELEVATION
2026-01-22 07:36:00,RED_CONFIRMED,HIGH,3157873.8,1354680.9499999993,1803192.8500000006,8,1,54.61706985455322,1597283.25,3040688.8499999996,168.62804497034242,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:37:00,RED_CONFIRMED,LOW,789332.42,1363690.346226149,-574357.926226149,2,1,55.2019255897363,510129.08,789332.42,,1,DR_CR_IMBALANCE
2026-01-22 07:38:00,RED_CONFIRMED,HIGH,1989719.18,1354680.9499999993,635038.2300000007,11,0,52.35323675342436,507507.18,1759752.06,277.10962535279145,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:39:00,RED_CONFIRMED,LOW,565188.26,1363690.346226149,-798502.086226149,4,1,53.031542793975234,376384.14,565188.26,,1,DR_CR_IMBALANCE
2026-01-22 07:40:00,RED_CONFIRMED,HIGH,4367139.71,1354680.9499999993,3012458.7600000007,6,1,52.77703743764757,2498028.36,4352474.64,144.4824638860782,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:41:00,RED_CONFIRMED,LOW,1284742.5699999998,1363690.346226149,-78947.77622614917,6,0,50.964075834571,570140.98,1251164.8699999999,,1,DR_CR_IMBALANCE
2026-01-22 07:42:00,RED_CONFIRMED,HIGH,2350645.2499999995,1354680.9499999993,995964.3000000003,4,1,50.76526439774998,1976335.13,2350645.25,236.01701888310646,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:43:00,RED_CONFIRMED,LOW,1240104.83,1363690.346226149,-123585.51622614893,9,0,44.21731375260965,441559.93,1089071.28,,1,BROAD_ELEVATION
2026-01-22 07:44:00,RED_CONFIRMED,LOW,553800.81,1354680.9499999993,-800880.1399999992,6,1,49.443915727711065,141187.68,537039.04,,1,BROAD_ELEVATION
2026-01-22 07:45:00,RED_CONFIRMED,HIGH,3751603.76,1482612.1700000006,2268991.589999999,8,1,48.706125009244595,1172218.19,3131344.2600000002,138.00598793757547,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:46:00,RED_CONFIRMED,HIGH,1920188.5,1507709.558140999,412478.94185900106,6,0,44.66584919624939,980602.45,1845206.7899999996,447.34569519690825,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:47:00,RED_CONFIRMED,LOW,1340422.5,1533231.790000001,-192809.29000000097,9,0,31.02366576918352,446754.66,1180520.42,,1,BROAD_ELEVATION
2026-01-22 07:48:00,RED_CONFIRMED,LOW,558783.4099999999,1507709.558140999,-948926.148140999,3,1,29.958275138240438,371572.3,558783.4099999999,,1,BROAD_ELEVATION
2026-01-22 07:49:00,RED_CONFIRMED,LOW,652677.44,1482612.1700000006,-829934.7300000007,6,1,38.804013631990976,186992.05,600342.2,,1,BROAD_ELEVATION
2026-01-22 07:50:00,RED_CONFIRMED,LOW,802705.6,1477008.1338282602,-674302.5338282603,4,1,51.79701934428544,291455.74,802705.6000000001,,1,DR_CR_IMBALANCE
2026-01-22 07:51:00,RED_CONFIRMED,LOW,390759.38,1471425.279999999,-1080665.899999999,4,1,52.925515659755554,108030.84,390759.38,,1,BROAD_ELEVATION
2026-01-22 07:52:00,RED_CONFIRMED,HIGH,4400087.55,1404397.2213850825,2995690.3286149176,7,1,53.5181975009883,2004212.11,4259698.33,142.194214445707,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:53:00,RED_CONFIRMED,LOW,1014318.8300000001,1471425.279999999,-457106.449999999,4,0,49.260591234437015,758155.05,1014318.83,,1,BROAD_ELEVATION
2026-01-22 07:54:00,RED_CONFIRMED,HIGH,2321258.55,1404397.2213850825,916861.3286149174,4,0,48.41231171832221,1198008.81,2321258.55,253.17444171264972,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:55:00,RED_CONFIRMED,HIGH,2225501.0999999996,1471425.279999999,754075.8200000005,14,0,44.13561038693627,521290.35,1576908.6999999997,209.11805659011827,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:56:00,RED_CONFIRMED,HIGH,4273396.970000001,1477008.1338282602,2796388.8361717407,7,1,47.52324931317552,3093162.94,4229181.83,151.23725911414218,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:57:00,RED_CONFIRMED,LOW,609935.1799999999,1482612.1700000006,-872676.9900000007,3,1,47.418068250401355,322002.36,609935.1799999999,,1,DR_CR_IMBALANCE
2026-01-22 07:58:00,RED_CONFIRMED,HIGH,1574093.51,1477008.1338282602,97085.37617173977,8,0,40.26144426081746,986778.9,1464877.3599999999,1508.8548015807203,1,SINGLE_LARGE_PAYMENT
2026-01-22 07:59:00,RED_CONFIRMED,LOW,1118000.48,1482612.1700000006,-364611.69000000064,11,0,32.559648464454284,266849.75,833567.1000000001,,1,BROAD_ELEVATION
2026-01-22 08:00:00,RED_CONFIRMED,HIGH,1803903.5499999998,1502500.7999999993,301402.75000000047,9,0,23.395774423870293,1250449.96,1632196.87,541.5335029292194,1,SINGLE_LARGE_PAYMENT
2026-01-22 08:01:00,RED_CONFIRMED,LOW,652221.8300000001,1540282.3959460421,-888060.5659460421,7,1,33.51268109048867,220951.44,611837.91,,1,BROAD_ELEVATION
2026-01-22 08:02:00,RED_CONFIRMED,LOW,717515.41,1502500.7999999993,-784985.3899999993,9,1,41.31265409946085,221761.4,578786.04,,1,BROAD_ELEVATION
2026-01-22 08:03:00,RED_CONFIRMED,HIGH,2082608.3599999999,1488741.241598809,593867.118401191,8,0,44.67472152124798,1281162.0,1886554.3,317.67279944358285,1,SINGLE_LARGE_PAYMENT
2026-01-22 08:04:00,RED_CONFIRMED,HIGH,3452258.96,1502500.7999999993,1949758.1600000006,6,1,45.07960241154391,1727789.4,3427553.1599999997,175.79375895521312,1,SINGLE_LARGE_PAYMENT
2026-01-22 08:05:00,RED_CONFIRMED,LOW,466449.05000000005,1540282.3959460421,-1073833.345946042,6,1,45.11308360775663,259447.25,447197.42999999993,,1,BROAD_ELEVATION
2026-01-22 08:06:00,RED_CONFIRMED,HIGH,1875731.0499999998,1502500.7999999993,373230.25000000047,14,0,41.760107768960275,662462.0,1306704.15,350.10671026799093,1,SINGLE_LARGE_PAYMENT
2026-01-22 16:16:00,RED_CONFIRMED,HIGH,14165859.14,1093041.8817871988,13072817.258212801,5,2,33.693205988087286,13845518.49,14165859.139999999,108.36118076308694,1,SINGLE_LARGE_PAYMENT
2026-01-23 15:50:00,RED_CONFIRMED,LOW,308459.12,671471.8199999996,-363012.6999999996,3,1,82.19798203224563,165901.69,308459.12,,1,BROAD_ELEVATION
2026-01-26 06:32:00,RED_CONFIRMED,HIGH,381783.02,294891.0299999999,86891.9900000001,2,1,86.22415884205519,274066.78,381783.02,439.37654092166554,1,SINGLE_LARGE_PAYMENT
2026-01-26 06:33:00,RED_CONFIRMED,LOW,0.0,312281.6763363075,-312281.6763363075,0,3,87.84032045821681,0.0,0.0,,0,FLOW_STALL_or_OUTAGE
2026-01-26 06:34:00,RED_CONFIRMED,LOW,42507.41,294891.0299999999,-252383.6199999999,1,1,87.54688723713934,42507.41,42507.41,,1,FLOW_STALL_or_OUTAGE
2026-01-26 06:35:00,RED_CONFIRMED,LOW,92224.37,294568.68882733176,-202344.31882733176,2,1,87.87715350907843,57720.96,92224.37,,1,BROAD_ELEVATION
2026-01-26 06:36:00,RED_CONFIRMED,HIGH,1254182.35,294246.70000000024,959935.6499999999,5,1,85.18880609043605,376588.39,1254182.35,130.65275260899,1,SINGLE_LARGE_PAYMENT
2026-01-26 06:37:00,RED_CONFIRMED,HIGH,783475.95,294568.68882733176,488907.2611726682,2,1,83.80687323187841,448156.19,783475.95,160.25042215998064,1,SINGLE_LARGE_PAYMENT
2026-01-26 06:38:00,RED_CONFIRMED,HIGH,316145.51,294891.0299999999,21254.480000000098,2,1,83.51507438051043,285098.83,316145.51,1487.4299912300773,1,SINGLE_LARGE_PAYMENT
2026-01-26 06:39:00,RED_CONFIRMED,HIGH,673590.04,305333.38409605157,368256.6559039485,4,1,82.78641602286315,325868.21,673590.04,182.91320175776835,1,SINGLE_LARGE_PAYMENT
2026-01-26 06:40:00,RED_CONFIRMED,HIGH,347940.83999999997,316145.5100000001,31795.32999999984,3,1,82.54463838006603,189313.62,347940.83999999997,1094.314290809379,1,SINGLE_LARGE_PAYMENT
2026-01-26 06:41:00,RED_CONFIRMED,LOW,244101.16999999998,323339.8466244852,-79238.67662448523,2,1,81.76307129834136,136099.33,244101.16999999998,,1,BROAD_ELEVATION
2026-01-26 06:42:00,RED_CONFIRMED,HIGH,736038.84,316145.5100000001,419893.32999999984,5,1,79.96368747416335,294916.35,736038.84,175.29186281668257,1,SINGLE_LARGE_PAYMENT
2026-01-26 06:43:00,RED_CONFIRMED,HIGH,546863.2,323339.8466244852,223523.35337551474,2,1,76.02604460938005,341336.85,546863.2,244.65595730450627,1,SINGLE_LARGE_PAYMENT
2026-01-26 15:33:00,RED_CONFIRMED,HIGH,8286082.54,783301.8994835459,7502780.640516454,8,2,27.769647525770555,6528097.05,8018177.67,106.8694135438307,1,SINGLE_LARGE_PAYMENT
2026-01-27 06:39:00,RED_CONFIRMED,HIGH,692594.27,346924.22000000003,345670.05,3,0,41.33746097863476,304528.68,692594.27,200.36282287111655,1,SINGLE_LARGE_PAYMENT
2026-01-27 06:40:00,RED_CONFIRMED,HIGH,1130449.0,347432.1581602492,783016.8418397508,2,0,41.124946338246524,1044936.54,1130449.0,144.37096874492943,1,SINGLE_LARGE_PAYMENT
2026-01-27 06:41:00,RED_CONFIRMED,LOW,0.0,347940.8399999997,-347940.8399999997,0,2,46.20694828529858,0.0,0.0,,0,FLOW_STALL_or_OUTAGE
2026-01-28 06:39:00,RED_CONFIRMED,HIGH,734146.25,347432.1581602492,386714.0918397508,5,0,47.277580390797304,231878.36,734146.2499999999,189.84212509747908,1,SINGLE_LARGE_PAYMENT
2026-01-28 06:40:00,RED_CONFIRMED,HIGH,557363.99,347940.8399999997,209423.1500000003,6,0,45.43557415340073,264001.54,548108.39,261.7229231820834,1,SINGLE_LARGE_PAYMENT
2026-01-28 06:41:00,RED_CONFIRMED,HIGH,2239042.9,351787.5857381707,1887255.3142618292,4,0,44.90759813991644,1882531.88,2239042.9,118.64016930193502,1,SINGLE_LARGE_PAYMENT
2026-01-28 06:42:00,RED_CONFIRMED,HIGH,1932198.46,355676.86000000004,1576521.5999999999,5,0,45.1911257098447,879576.53,1932198.46,122.56086183659013,1,SINGLE_LARGE_PAYMENT
2026-01-28 06:43:00,RED_CONFIRMED,HIGH,684507.03,359611.1605338765,324895.8694661235,6,0,45.3714770802974,209496.44,671853.78,206.7904960146172,1,SINGLE_LARGE_PAYMENT
2026-01-28 06:44:00,RED_CONFIRMED,HIGH,549718.15,363588.98000000004,186129.16999999998,6,0,42.25877186704418,214353.33,530761.47,285.157597812315,1,SINGLE_LARGE_PAYMENT
2026-01-28 06:45:00,RED_CONFIRMED,HIGH,1351582.82,499869.0000000004,851713.8199999996,6,0,40.31029944713541,727064.02,1315776.22,154.48571915857846,1,SINGLE_LARGE_PAYMENT
2026-01-28 06:46:00,RED_CONFIRMED,HIGH,857722.1000000001,505982.6584597368,351739.4415402633,5,0,38.028659478920815,356230.13,857722.1000000001,243.85155564131335,1,SINGLE_LARGE_PAYMENT
2026-01-28 06:47:00,RED_CONFIRMED,LOW,163804.88,512171.0899999997,-348366.2099999997,3,0,37.034346242251296,95712.32,163804.88,,1,BROAD_ELEVATION
2026-01-28 11:42:00,RED_CONFIRMED,HIGH,27418887.22,1295319.400000001,26123567.819999997,9,2,38.10541780303111,25633848.28,27247931.65,104.304020942879,1,SINGLE_LARGE_PAYMENT
2026-01-28 11:54:00,RED_CONFIRMED,HIGH,8399415.24,1114961.421000775,7284453.818999225,11,2,44.09717888421067,6412918.49,7754533.75,106.45319392065768,1,SINGLE_LARGE_PAYMENT
2026-01-28 13:00:00,RED_CONFIRMED,HIGH,29318696.160000004,1654055.810000001,27664640.35,15,2,41.10325564696504,26931452.03,28488597.450000003,102.97837633013003,1,SINGLE_LARGE_PAYMENT
2026-01-28 14:13:00,RED_CONFIRMED,HIGH,7123075.909999999,1243453.7470402182,5879622.162959781,15,2,49.90119817124637,5560911.3,6509548.42,110.71372002453839,1,SINGLE_LARGE_PAYMENT
2026-01-28 14:20:00,RED_CONFIRMED,HIGH,7692010.92,1332198.6842404031,6359812.235759597,8,2,65.42879278549323,6409401.93,7556755.85,118.82042377776965,1,SINGLE_LARGE_PAYMENT
2026-01-28 15:33:00,RED_CONFIRMED,HIGH,11211151.969999999,834291.3005477627,10376860.669452237,12,2,54.08061676679706,9101589.75,10815943.25,104.23136239884525,1,SINGLE_LARGE_PAYMENT
2026-01-29 06:32:00,RED_CONFIRMED,HIGH,736074.06,365738.26249375386,370335.7975062462,4,1,80.57263650582968,374558.47,736074.0599999999,198.75854966129359,1,SINGLE_LARGE_PAYMENT
2026-01-29 06:33:00,RED_CONFIRMED,HIGH,493530.14999999997,367900.24999999994,125629.90000000002,2,1,76.99968741005169,477263.24,493530.14999999997,392.8444980056498,1,SINGLE_LARGE_PAYMENT
2026-01-29 06:39:00,RED_CONFIRMED,LOW,372786.98,377398.7400000003,-4611.7600000003,3,0,54.04147163905714,239259.2,372786.98000000004,,1,DR_CR_IMBALANCE
2026-01-29 06:40:00,RED_CONFIRMED,LOW,177309.49,375085.77226359985,-197776.28226359986,2,0,50.55383831515391,97180.76,177309.49,,1,BROAD_ELEVATION
2026-01-29 06:41:00,RED_CONFIRMED,HIGH,958389.4100000001,372786.9800000001,585602.43,7,0,47.4315244912411,329419.71,856112.48,146.19346439528945,1,SINGLE_LARGE_PAYMENT
2026-01-29 06:42:00,RED_CONFIRMED,HIGH,1289067.77,375085.77226359985,913981.9977364002,5,0,45.39071079437927,705593.11,1289067.77,141.03863896581666,1,SINGLE_LARGE_PAYMENT
2026-01-29 06:43:00,RED_CONFIRMED,LOW,260127.06,377398.7400000003,-117271.68000000028,2,0,43.0720985583204,152033.69,260127.06,,1,BROAD_ELEVATION
2026-01-29 06:44:00,RED_CONFIRMED,HIGH,1952145.44,375085.77226359985,1577059.6677364002,4,0,40.96141224150481,1250959.87,1952145.44,123.78386689718413,1,SINGLE_LARGE_PAYMENT
2026-01-29 06:45:00,RED_CONFIRMED,HIGH,1872686.4300000002,532483.3801324373,1340203.049867563,7,0,39.337119505159,1047761.66,1796164.2700000003,134.02180141117384,1,SINGLE_LARGE_PAYMENT
2026-01-29 06:46:00,RED_CONFIRMED,HIGH,1864414.99,538187.1800000002,1326227.8099999998,6,0,39.274766193034345,1016836.54,1803637.1300000001,135.9975349936298,1,SINGLE_LARGE_PAYMENT
2026-01-29 06:47:00,RED_CONFIRMED,HIGH,1060549.6800000002,540459.2838560813,520090.39614391886,6,0,38.169167648225134,253485.22,1025415.68,197.1610488489482,1,SINGLE_LARGE_PAYMENT
2026-01-29 14:09:00,RED_CONFIRMED,HIGH,9372672.49,1315394.53,8057277.96,19,2,45.704853745239554,4075618.12,7733039.609999999,95.97583263715528,1,SINGLE_LARGE_PAYMENT
2026-01-29 14:12:00,RED_CONFIRMED,HIGH,6635933.9799999995,1358775.9917272327,5277157.988272767,9,2,60.996664143652765,4466297.81,5955600.52,112.85621035479534,1,SINGLE_LARGE_PAYMENT
2026-01-30 14:05:00,RED_CONFIRMED,HIGH,6259353.140000001,1384269.763496678,4875083.376503322,21,2,49.755313315899436,1290109.09,4073421.35,83.55593197919174,1,SINGLE_LARGE_PAYMENT
2026-02-03 15:45:00,RED_CONFIRMED,LOW,1077085.26,1115756.6331122948,-38671.37311229482,8,0,29.490681084079583,393951.02,898662.3700000001,,1,BROAD_ELEVATION
2026-02-03 15:46:00,RED_CONFIRMED,LOW,356106.48,1115756.6331122948,-759650.1531122949,5,0,31.148888113817083,124636.61,356106.48,,1,DR_CR_IMBALANCE
2026-02-03 15:47:00,RED_CONFIRMED,LOW,134830.88,1110647.932114798,-975817.0521147981,3,0,33.83188388919056,53113.27,134830.88,,1,BROAD_ELEVATION
2026-02-03 15:48:00,RED_CONFIRMED,LOW,459218.80999999994,1103663.6826497072,-644444.8726497072,4,0,37.23910238537144,221840.81,459218.81000000006,,1,BROAD_ELEVATION
2026-02-03 15:49:00,RED_CONFIRMED,HIGH,1821295.76,1092530.1863525352,728765.5736474649,9,0,37.69653901186003,606486.85,1500155.09,205.84878652976676,1,SINGLE_LARGE_PAYMENT
2026-02-03 15:50:00,RED_CONFIRMED,LOW,795687.29,1092530.1863525352,-296842.8963525351,7,0,33.52676164561512,191469.65,731816.04,,1,BROAD_ELEVATION
2026-02-03 15:51:00,RED_CONFIRMED,HIGH,3570820.2800000003,1092530.1863525352,2478290.093647465,7,0,30.975314247976087,3027022.56,3519670.94,142.02013513356965,1,SINGLE_LARGE_PAYMENT
2026-02-03 17:50:00,RED_CONFIRMED,HIGH,2098292.13,1430989.9665490252,667302.1634509747,11,1,81.70547210260372,567502.58,1719023.62,257.60797943618434,1,SINGLE_LARGE_PAYMENT
2026-02-04 07:03:00,RED_CONFIRMED,LOW,116472.92,979813.330968385,-863340.4109683849,1,0,40.21053258270646,116472.92,116472.92,,1,FLOW_STALL_or_OUTAGE
2026-02-04 07:04:00,RED_CONFIRMED,LOW,161837.29,979813.330968385,-817976.040968385,1,0,41.4110576721821,161837.29,161837.29,,1,FLOW_STALL_or_OUTAGE
