timestamp,AccountBalance,was_observed_bucket
2023-01-02 20:55:00,9996.815454545454,0
2023-01-02 21:00:00,9999.733636363637,0
2023-01-02 21:05:00,10002.651818181817,0
2023-01-02 21:10:00,10005.57,0
2023-01-02 21:15:00,10008.488181818182,0
2023-01-02 21:20:00,10011.406363636364,0
2023-01-02 21:25:00,10014.324545454545,0
2023-01-02 21:30:00,10017.242727272727,0
2023-01-02 21:35:00,10020.16090909091,0
2023-01-02 21:40:00,10023.07909090909,0
2023-01-02 21:45:00,10025.997272727273,0
2023-01-02 21:50:00,10028.915454545455,0
2023-01-02 21:55:00,10031.833636363637,0
2023-01-02 22:00:00,10034.751818181818,0
2023-01-02 22:05:00,10037.67,0
2023-01-02 22:10:00,10040.588181818182,0
2023-01-02 22:15:00,10043.506363636363,0
2023-01-02 22:20:00,10046.424545454545,0
2023-01-02 22:25:00,10049.342727272728,0
2023-01-02 22:30:00,10052.26090909091,0
2023-01-02 22:35:00,10055.17909090909,0
2023-01-02 22:40:00,10058.097272727273,0
2023-01-02 22:45:00,10061.015454545455,0
2023-01-02 22:50:00,10063.933636363636,0
2023-01-02 22:55:00,10066.851818181818,0
2023-01-02 23:00:00,10069.77,0
2023-01-02 23:05:00,10072.688181818183,0
2023-01-02 23:10:00,10075.606363636363,0
2023-01-02 23:15:00,10078.524545454546,0
2023-01-02 23:20:00,10081.442727272728,0
2023-01-02 23:25:00,10084.360909090909,0
2023-01-02 23:30:00,10087.27909090909,0
2023-01-02 23:35:00,10090.197272727273,0
2023-01-02 23:40:00,10093.115454545454,0
2023-01-02 23:45:00,10096.033636363636,0
2023-01-02 23:50:00,10098.951818181818,0
2023-01-02 23:55:00,10101.87,0
2023-01-03 00:00:00,10104.788181818181,0
2023-01-03 00:05:00,10107.706363636364,0
2023-01-03 00:10:00,10110.624545454546,0
2023-01-03 00:15:00,10113.542727272727,0
2023-01-03 00:20:00,10116.460909090909,0
2023-01-03 00:25:00,10119.379090909091,0
2023-01-03 00:30:00,10122.297272727274,0
2023-01-03 00:35:00,10125.215454545454,0
2023-01-03 00:40:00,10128.133636363636,0
2023-01-03 00:45:00,10131.051818181819,0
2023-01-03 00:50:00,10133.97,0
2023-01-03 00:55:00,10136.888181818182,0
2023-01-03 01:00:00,10139.806363636364,0
2023-01-03 01:05:00,10142.724545454546,0
2023-01-03 01:10:00,10145.642727272727,0
2023-01-03 01:15:00,10148.56090909091,0
2023-01-03 01:20:00,10151.479090909092,0
2023-01-03 01:25:00,10154.397272727272,0
2023-01-03 01:30:00,10157.315454545454,0
2023-01-03 01:35:00,10160.233636363637,0
2023-01-03 01:40:00,10163.151818181817,0
2023-01-03 01:45:00,10166.07,0
2023-01-03 01:50:00,10168.988181818182,0
2023-01-03 01:55:00,10171.906363636364,0
2023-01-03 02:00:00,10174.824545454545,0
2023-01-03 02:05:00,10177.742727272727,0
2023-01-03 02:10:00,10180.66090909091,0
2023-01-03 02:15:00,10183.57909090909,0
2023-01-03 02:20:00,10186.497272727273,0
2023-01-03 02:25:00,10189.415454545455,0
2023-01-03 02:30:00,10192.333636363637,0
2023-01-03 02:35:00,10195.251818181818,0
2023-01-03 02:40:00,10198.17,0
2023-01-03 02:45:00,10201.088181818182,0
2023-01-03 02:50:00,10204.006363636363,0
2023-01-03 02:55:00,10206.924545454545,0
2023-01-03 03:00:00,10209.842727272728,0
2023-01-03 03:05:00,10212.76090909091,0
2023-01-03 03:10:00,10215.67909090909,0
2023-01-03 03:15:00,10218.597272727273,0
2023-01-03 03:20:00,10221.515454545455,0
2023-01-03 03:25:00,10224.433636363636,0
2023-01-03 03:30:00,10227.351818181818,0
2023-01-03 03:35:00,10230.27,0
2023-01-03 03:40:00,10233.188181818183,0
2023-01-03 03:45:00,10236.106363636363,0
2023-01-03 03:50:00,10239.024545454546,0
2023-01-03 03:55:00,10241.942727272728,0
2023-01-03 04:00:00,10244.860909090909,0
2023-01-03 04:05:00,10247.77909090909,0
2023-01-03 04:10:00,10250.697272727273,0
2023-01-03 04:15:00,10253.615454545456,0
2023-01-03 04:20:00,10256.533636363636,0
2023-01-03 04:25:00,10259.451818181818,0
2023-01-03 04:30:00,10262.37,0
2023-01-03 04:35:00,10265.288181818181,0
2023-01-03 04:40:00,10268.206363636364,0
2023-01-03 04:45:00,10271.124545454546,0
2023-01-03 04:50:00,10274.042727272727,0
2023-01-03 04:55:00,10276.960909090909,0
2023-01-03 05:00:00,10279.879090909091,0
2023-01-03 05:05:00,10282.797272727274,0
2023-01-03 05:10:00,10285.715454545454,0
2023-01-03 05:15:00,10288.633636363636,0
2023-01-03 05:20:00,10291.551818181819,0
2023-01-03 05:25:00,10294.47,0
2023-01-03 05:30:00,10297.388181818182,0
2023-01-03 05:35:00,10300.306363636364,0
2023-01-03 05:40:00,10303.224545454546,0
2023-01-03 05:45:00,10306.142727272727,0
2023-01-03 05:50:00,10309.06090909091,0
2023-01-03 05:55:00,10311.979090909092,0
2023-01-03 06:00:00,10314.897272727272,0
2023-01-03 06:05:00,10317.815454545454,0
2023-01-03 06:10:00,10320.733636363637,0
2023-01-03 06:15:00,10323.651818181817,0
2023-01-03 06:20:00,10326.57,0
2023-01-03 06:25:00,10329.488181818182,0
2023-01-03 06:30:00,10332.406363636364,0
2023-01-03 06:35:00,10335.324545454545,0
2023-01-03 06:40:00,10338.242727272727,0
2023-01-03 06:45:00,10341.16090909091,0
2023-01-03 06:50:00,10344.07909090909,0
2023-01-03 06:55:00,10346.997272727273,0
2023-01-03 07:00:00,10349.915454545455,0
2023-01-03 07:05:00,10352.833636363637,0
2023-01-03 07:10:00,10355.751818181818,0
2023-01-03 07:15:00,10358.67,0
2023-01-03 07:20:00,10361.588181818182,0
2023-01-03 07:25:00,10364.506363636363,0
2023-01-03 07:30:00,10367.424545454545,0
2023-01-03 07:35:00,10370.342727272728,0
2023-01-03 07:40:00,10373.26090909091,0
2023-01-03 07:45:00,10376.17909090909,0
2023-01-03 07:50:00,10379.097272727273,0
2023-01-03 07:55:00,10382.015454545455,0
2023-01-03 08:00:00,10384.933636363636,0
2023-01-03 08:05:00,10387.851818181818,0
2023-01-03 08:10:00,10390.77,0
2023-01-03 08:15:00,10393.688181818183,0
2023-01-03 08:20:00,10396.606363636363,0
2023-01-03 08:25:00,10399.524545454546,0
2023-01-03 08:30:00,10402.442727272728,0
2023-01-03 08:35:00,10405.360909090909,0
2023-01-03 08:40:00,10408.27909090909,0
2023-01-03 08:45:00,10411.197272727273,0
2023-01-03 08:50:00,10414.115454545456,0
2023-01-03 08:55:00,10417.033636363636,0
2023-01-03 09:00:00,10419.951818181818,0
2023-01-03 09:05:00,10422.87,0
2023-01-03 09:10:00,10425.788181818181,0
2023-01-03 09:15:00,10428.706363636364,0
2023-01-03 09:20:00,10431.624545454546,0
2023-01-03 09:25:00,10434.542727272727,0
2023-01-03 09:30:00,10437.460909090909,0
2023-01-03 09:35:00,10440.379090909091,0
2023-01-03 09:40:00,10443.297272727274,0
2023-01-03 09:45:00,10446.215454545454,0
2023-01-03 09:50:00,10449.133636363636,0
2023-01-03 09:55:00,10452.051818181819,0
2023-01-03 10:00:00,10454.97,0
2023-01-03 10:05:00,10457.888181818182,0
2023-01-03 10:10:00,10460.806363636364,0
2023-01-03 10:15:00,10463.724545454546,0
2023-01-03 10:20:00,10466.642727272727,0
2023-01-03 10:25:00,10469.56090909091,0
2023-01-03 10:30:00,10472.479090909092,0
2023-01-03 10:35:00,10475.397272727272,0
2023-01-03 10:40:00,10478.315454545454,0
2023-01-03 10:45:00,10481.233636363637,0
2023-01-03 10:50:00,10484.151818181817,0
2023-01-03 10:55:00,10487.07,0
2023-01-03 11:00:00,10489.988181818182,0
2023-01-03 11:05:00,10492.906363636364,0
2023-01-03 11:10:00,10495.824545454545,0
2023-01-03 11:15:00,10498.742727272727,0
2023-01-03 11:20:00,10501.66090909091,0
2023-01-03 11:25:00,10504.57909090909,0
2023-01-03 11:30:00,10507.497272727273,0
2023-01-03 11:35:00,10510.415454545455,0
2023-01-03 11:40:00,10513.333636363637,0
2023-01-03 11:45:00,10516.251818181818,0
2023-01-03 11:50:00,10519.17,0
2023-01-03 11:55:00,10522.088181818182,0
2023-01-03 12:00:00,10525.006363636363,0
2023-01-03 12:05:00,10527.924545454545,0
2023-01-03 12:10:00,10530.842727272728,0
2023-01-03 12:15:00,10533.76090909091,0
2023-01-03 12:20:00,10536.67909090909,0
2023-01-03 12:25:00,10539.597272727273,0
2023-01-03 12:30:00,10542.515454545455,0
2023-01-03 12:35:00,10545.433636363636,0
2023-01-03 12:40:00,10548.351818181818,0
2023-01-03 12:45:00,10551.27,0
2023-01-03 12:50:00,10554.188181818183,0
2023-01-03 12:55:00,10557.106363636363,0
2023-01-03 13:00:00,10560.024545454546,0
2023-01-03 13:05:00,10562.942727272728,0
2023-01-03 13:10:00,10565.860909090909,0
2023-01-03 13:15:00,10568.77909090909,0
2023-01-03 13:20:00,10571.697272727273,0
2023-01-03 13:25:00,10574.615454545456,0
2023-01-03 13:30:00,10577.533636363636,0
2023-01-03 13:35:00,10580.451818181818,0
2023-01-03 13:40:00,10583.37,0
2023-01-03 13:45:00,10586.288181818181,0
2023-01-03 13:50:00,10589.206363636364,0
2023-01-03 13:55:00,10592.124545454546,0
2023-01-03 14:00:00,10595.042727272727,0
2023-01-03 14:05:00,10597.960909090909,0
2023-01-03 14:10:00,10600.879090909091,0
2023-01-03 14:15:00,10603.797272727274,0
2023-01-03 14:20:00,10606.715454545454,0
2023-01-03 14:25:00,10609.633636363636,0
2023-01-03 14:30:00,10612.551818181819,0
2023-01-03 14:35:00,10615.47,0
2023-01-03 14:40:00,10618.388181818182,0
2023-01-03 14:45:00,10621.306363636364,0
2023-01-03 14:50:00,10624.224545454546,0
2023-01-03 14:55:00,10627.142727272727,0
2023-01-03 15:00:00,10630.06090909091,0
2023-01-03 15:05:00,10632.979090909092,0
2023-01-03 15:10:00,10635.897272727272,0
2023-01-03 15:15:00,10638.815454545454,0
2023-01-03 15:20:00,10641.733636363637,0
2023-01-03 15:25:00,10644.651818181817,0
2023-01-03 15:30:00,10647.57,0
2023-01-03 15:35:00,10650.488181818182,0
2023-01-03 15:40:00,10653.406363636364,0
2023-01-03 15:45:00,10656.324545454545,0
2023-01-03 15:50:00,10659.242727272727,0
2023-01-03 15:55:00,10662.16090909091,0
2023-01-03 16:00:00,10665.07909090909,0
2023-01-03 16:05:00,10667.997272727273,0
2023-01-03 16:10:00,10670.915454545455,0
2023-01-03 16:15:00,10673.833636363637,0
2023-01-03 16:20:00,10676.751818181818,0
2023-01-03 16:25:00,10679.67,1
2023-01-03 16:30:00,11697.383333333333,0
2023-01-03 16:35:00,12715.096666666666,0
2023-01-03 16:40:00,13732.81,1
2023-01-03 16:45:00,7328.52,1
2023-01-03 16:50:00,6794.847777777778,0
2023-01-03 16:55:00,6261.175555555556,0
2023-01-03 17:00:00,5727.503333333334,0
2023-01-03 17:05:00,5193.831111111111,0
2023-01-03 17:10:00,4660.158888888889,0
2023-01-03 17:15:00,4126.486666666667,0
2023-01-03 17:20:00,3592.8144444444442,0
2023-01-03 17:25:00,3059.142222222222,0
2023-01-03 17:30:00,2525.47,1
2023-01-03 17:35:00,2027.4025,0
2023-01-03 17:40:00,1529.335,0
2023-01-03 17:45:00,1031.2675,0
2023-01-03 17:50:00,533.2,1
2023-01-03 17:55:00,1469.016,0
2023-01-03 18:00:00,2404.832,0
2023-01-03 18:05:00,3340.648,0
2023-01-03 18:10:00,4276.464,0
2023-01-03 18:15:00,5212.28,1
2023-01-03 18:20:00,5222.47540229885,0
2023-01-03 18:25:00,5232.670804597701,0
2023-01-03 18:30:00,5242.866206896551,0
2023-01-03 18:35:00,5253.061609195402,0
2023-01-03 18:40:00,5263.257011494253,0
2023-01-03 18:45:00,5273.452413793103,0
2023-01-03 18:50:00,5283.647816091954,0
2023-01-03 18:55:00,5293.843218390804,0
2023-01-03 19:00:00,5304.038620689655,0
2023-01-03 19:05:00,5314.234022988506,0
2023-01-03 19:10:00,5324.429425287356,0
2023-01-03 19:15:00,5334.624827586206,0
2023-01-03 19:20:00,5344.820229885057,0
2023-01-03 19:25:00,5355.015632183908,0
2023-01-03 19:30:00,5365.211034482759,0
2023-01-03 19:35:00,5375.406436781609,0
2023-01-03 19:40:00,5385.601839080459,0
2023-01-03 19:45:00,5395.79724137931,0
2023-01-03 19:50:00,5405.992643678161,0
2023-01-03 19:55:00,5416.188045977011,0
2023-01-03 20:00:00,5426.383448275862,0
2023-01-03 20:05:00,5436.578850574712,0
2023-01-03 20:10:00,5446.774252873563,0
2023-01-03 20:15:00,5456.969655172414,0
2023-01-03 20:20:00,5467.165057471264,0
2023-01-03 20:25:00,5477.360459770115,0
2023-01-03 20:30:00,5487.555862068965,0
2023-01-03 20:35:00,5497.751264367816,0
2023-01-03 20:40:00,5507.946666666667,0
2023-01-03 20:45:00,5518.142068965517,0
2023-01-03 20:50:00,5528.337471264367,0
2023-01-03 20:55:00,5538.532873563218,0
2023-01-03 21:00:00,5548.728275862069,0
2023-01-03 21:05:00,5558.92367816092,0
2023-01-03 21:10:00,5569.11908045977,0
2023-01-03 21:15:00,5579.31448275862,0
2023-01-03 21:20:00,5589.509885057471,0
2023-01-03 21:25:00,5599.705287356322,0
2023-01-03 21:30:00,5609.900689655172,0
2023-01-03 21:35:00,5620.096091954023,0
2023-01-03 21:40:00,5630.291494252873,0
2023-01-03 21:45:00,5640.4868965517235,0
2023-01-03 21:50:00,5650.682298850575,0
2023-01-03 21:55:00,5660.877701149425,0
2023-01-03 22:00:00,5671.073103448276,0
2023-01-03 22:05:00,5681.268505747126,0
2023-01-03 22:10:00,5691.4639080459765,0
2023-01-03 22:15:00,5701.659310344828,0
2023-01-03 22:20:00,5711.854712643678,0
2023-01-03 22:25:00,5722.050114942528,0
2023-01-03 22:30:00,5732.245517241379,0
2023-01-03 22:35:00,5742.4409195402295,0
2023-01-03 22:40:00,5752.63632183908,0
2023-01-03 22:45:00,5762.831724137931,0
2023-01-03 22:50:00,5773.027126436781,0
2023-01-03 22:55:00,5783.222528735632,0
2023-01-03 23:00:00,5793.4179310344825,0
2023-01-03 23:05:00,5803.613333333333,0
2023-01-03 23:10:00,5813.808735632184,0
2023-01-03 23:15:00,5824.004137931034,0
2023-01-03 23:20:00,5834.199540229885,0
2023-01-03 23:25:00,5844.394942528736,0
2023-01-03 23:30:00,5854.590344827586,0
2023-01-03 23:35:00,5864.785747126436,0
2023-01-03 23:40:00,5874.981149425287,0
2023-01-03 23:45:00,5885.176551724137,0
2023-01-03 23:50:00,5895.371954022989,0
2023-01-03 23:55:00,5905.567356321839,0
2023-01-04 00:00:00,5915.762758620689,0
2023-01-04 00:05:00,5925.95816091954,0
2023-01-04 00:10:00,5936.15356321839,0
2023-01-04 00:15:00,5946.348965517242,0
2023-01-04 00:20:00,5956.544367816092,0
2023-01-04 00:25:00,5966.739770114942,0
2023-01-04 00:30:00,5976.935172413793,0
2023-01-04 00:35:00,5987.1305747126435,0
2023-01-04 00:40:00,5997.325977011494,0
2023-01-04 00:45:00,6007.521379310345,0
2023-01-04 00:50:00,6017.716781609195,0
2023-01-04 00:55:00,6027.912183908045,0
2023-01-04 01:00:00,6038.1075862068965,0
2023-01-04 01:05:00,6048.302988505747,0
2023-01-04 01:10:00,6058.498390804598,0
2023-01-04 01:15:00,6068.693793103448,0
2023-01-04 01:20:00,6078.889195402298,0
2023-01-04 01:25:00,6089.0845977011495,0
2023-01-04 01:30:00,6099.28,0
2023-01-04 01:35:00,6109.47540229885,0
2023-01-04 01:40:00,6119.670804597701,0
2023-01-04 01:45:00,6129.866206896551,0
2023-01-04 01:50:00,6140.061609195402,0
2023-01-04 01:55:00,6150.257011494253,0
2023-01-04 02:00:00,6160.452413793103,0
2023-01-04 02:05:00,6170.647816091954,0
2023-01-04 02:10:00,6180.843218390804,0
2023-01-04 02:15:00,6191.038620689655,0
2023-01-04 02:20:00,6201.234022988506,0
2023-01-04 02:25:00,6211.429425287356,0
2023-01-04 02:30:00,6221.624827586206,0
2023-01-04 02:35:00,6231.820229885057,0
2023-01-04 02:40:00,6242.015632183908,0
2023-01-04 02:45:00,6252.211034482758,0
2023-01-04 02:50:00,6262.406436781609,0
2023-01-04 02:55:00,6272.601839080459,0
2023-01-04 03:00:00,6282.79724137931,0
2023-01-04 03:05:00,6292.992643678161,0
2023-01-04 03:10:00,6303.188045977011,0
2023-01-04 03:15:00,6313.383448275862,0
2023-01-04 03:20:00,6323.578850574712,0
2023-01-04 03:25:00,6333.7742528735635,0
2023-01-04 03:30:00,6343.969655172414,0
2023-01-04 03:35:00,6354.165057471264,0
2023-01-04 03:40:00,6364.360459770114,0
2023-01-04 03:45:00,6374.555862068965,0
2023-01-04 03:50:00,6384.751264367816,0
2023-01-04 03:55:00,6394.946666666667,0
2023-01-04 04:00:00,6405.142068965517,0
2023-01-04 04:05:00,6415.337471264367,0
2023-01-04 04:10:00,6425.532873563218,0
2023-01-04 04:15:00,6435.728275862069,0
2023-01-04 04:20:00,6445.92367816092,0
2023-01-04 04:25:00,6456.11908045977,0
2023-01-04 04:30:00,6466.31448275862,0
2023-01-04 04:35:00,6476.5098850574705,0
2023-01-04 04:40:00,6486.705287356322,0
2023-01-04 04:45:00,6496.900689655172,0
2023-01-04 04:50:00,6507.096091954023,0
2023-01-04 04:55:00,6517.291494252873,0
2023-01-04 05:00:00,6527.4868965517235,0
2023-01-04 05:05:00,6537.682298850575,0
2023-01-04 05:10:00,6547.877701149425,0
2023-01-04 05:15:00,6558.073103448276,0
2023-01-04 05:20:00,6568.268505747126,0
2023-01-04 05:25:00,6578.4639080459765,0
2023-01-04 05:30:00,6588.659310344828,0
2023-01-04 05:35:00,6598.854712643678,0
2023-01-04 05:40:00,6609.050114942529,0
2023-01-04 05:45:00,6619.245517241379,0
2023-01-04 05:50:00,6629.4409195402295,0
2023-01-04 05:55:00,6639.63632183908,0
2023-01-04 06:00:00,6649.831724137931,0
2023-01-04 06:05:00,6660.027126436781,0
2023-01-04 06:10:00,6670.222528735632,0
2023-01-04 06:15:00,6680.4179310344825,0
2023-01-04 06:20:00,6690.613333333333,0
2023-01-04 06:25:00,6700.808735632184,0
2023-01-04 06:30:00,6711.004137931034,0
2023-01-04 06:35:00,6721.199540229885,0
2023-01-04 06:40:00,6731.394942528736,0
2023-01-04 06:45:00,6741.590344827586,0
2023-01-04 06:50:00,6751.785747126436,0
2023-01-04 06:55:00,6761.981149425287,0
2023-01-04 07:00:00,6772.176551724137,0
2023-01-04 07:05:00,6782.371954022989,0
2023-01-04 07:10:00,6792.567356321839,0
2023-01-04 07:15:00,6802.762758620689,0
2023-01-04 07:20:00,6812.95816091954,0
2023-01-04 07:25:00,6823.15356321839,0
2023-01-04 07:30:00,6833.348965517242,0
2023-01-04 07:35:00,6843.544367816092,0
2023-01-04 07:40:00,6853.739770114942,0
2023-01-04 07:45:00,6863.935172413792,0
2023-01-04 07:50:00,6874.1305747126435,0
2023-01-04 07:55:00,6884.325977011494,0
2023-01-04 08:00:00,6894.521379310345,0
2023-01-04 08:05:00,6904.716781609195,0
2023-01-04 08:10:00,6914.912183908045,0
2023-01-04 08:15:00,6925.1075862068965,0
2023-01-04 08:20:00,6935.302988505747,0
2023-01-04 08:25:00,6945.498390804598,0
2023-01-04 08:30:00,6955.693793103448,0
2023-01-04 08:35:00,6965.889195402298,0
2023-01-04 08:40:00,6976.0845977011495,0
2023-01-04 08:45:00,6986.28,0
2023-01-04 08:50:00,6996.475402298851,0
2023-01-04 08:55:00,7006.670804597701,0
2023-01-04 09:00:00,7016.866206896551,0
2023-01-04 09:05:00,7027.061609195402,0
2023-01-04 09:10:00,7037.257011494253,0
2023-01-04 09:15:00,7047.452413793103,0
2023-01-04 09:20:00,7057.647816091954,0
2023-01-04 09:25:00,7067.843218390804,0
2023-01-04 09:30:00,7078.038620689655,0
2023-01-04 09:35:00,7088.234022988506,0
2023-01-04 09:40:00,7098.429425287356,0
2023-01-04 09:45:00,7108.624827586207,0
2023-01-04 09:50:00,7118.820229885057,0
2023-01-04 09:55:00,7129.015632183908,0
2023-01-04 10:00:00,7139.211034482758,0
2023-01-04 10:05:00,7149.406436781609,0
2023-01-04 10:10:00,7159.601839080459,0
2023-01-04 10:15:00,7169.79724137931,0
2023-01-04 10:20:00,7179.992643678161,0
2023-01-04 10:25:00,7190.188045977011,0
2023-01-04 10:30:00,7200.383448275862,0
2023-01-04 10:35:00,7210.578850574712,0
2023-01-04 10:40:00,7220.7742528735635,0
2023-01-04 10:45:00,7230.969655172414,0
2023-01-04 10:50:00,7241.165057471264,0
2023-01-04 10:55:00,7251.360459770114,0
2023-01-04 11:00:00,7261.555862068965,0
2023-01-04 11:05:00,7271.7512643678165,0
2023-01-04 11:10:00,7281.946666666667,0
2023-01-04 11:15:00,7292.142068965517,0
2023-01-04 11:20:00,7302.337471264367,0
2023-01-04 11:25:00,7312.532873563218,0
2023-01-04 11:30:00,7322.728275862069,0
2023-01-04 11:35:00,7332.92367816092,0
2023-01-04 11:40:00,7343.11908045977,0
2023-01-04 11:45:00,7353.31448275862,0
2023-01-04 11:50:00,7363.5098850574705,0
2023-01-04 11:55:00,7373.705287356322,0
2023-01-04 12:00:00,7383.900689655173,0
2023-01-04 12:05:00,7394.096091954023,0
2023-01-04 12:10:00,7404.291494252873,0
2023-01-04 12:15:00,7414.4868965517235,0
2023-01-04 12:20:00,7424.682298850575,0
2023-01-04 12:25:00,7434.877701149425,0
2023-01-04 12:30:00,7445.073103448276,0
2023-01-04 12:35:00,7455.268505747126,0
2023-01-04 12:40:00,7465.4639080459765,0
2023-01-04 12:45:00,7475.659310344827,0
2023-01-04 12:50:00,7485.854712643678,0
2023-01-04 12:55:00,7496.050114942529,0
2023-01-04 13:00:00,7506.245517241379,0
2023-01-04 13:05:00,7516.4409195402295,0
2023-01-04 13:10:00,7526.63632183908,0
2023-01-04 13:15:00,7536.831724137931,0
2023-01-04 13:20:00,7547.027126436782,0
2023-01-04 13:25:00,7557.222528735632,0
2023-01-04 13:30:00,7567.4179310344825,0
2023-01-04 13:35:00,7577.613333333333,0
2023-01-04 13:40:00,7587.808735632183,0
2023-01-04 13:45:00,7598.004137931034,0
2023-01-04 13:50:00,7608.199540229885,0
2023-01-04 13:55:00,7618.394942528736,0
2023-01-04 14:00:00,7628.590344827586,0
2023-01-04 14:05:00,7638.785747126436,0
2023-01-04 14:10:00,7648.981149425287,0
2023-01-04 14:15:00,7659.176551724138,0
2023-01-04 14:20:00,7669.371954022989,0
2023-01-04 14:25:00,7679.567356321839,0
2023-01-04 14:30:00,7689.762758620689,0
2023-01-04 14:35:00,7699.95816091954,0
2023-01-04 14:40:00,7710.15356321839,0
2023-01-04 14:45:00,7720.348965517242,0
2023-01-04 14:50:00,7730.544367816092,0
2023-01-04 14:55:00,7740.739770114942,0
2023-01-04 15:00:00,7750.935172413792,0
2023-01-04 15:05:00,7761.1305747126435,0
2023-01-04 15:10:00,7771.325977011495,0
2023-01-04 15:15:00,7781.521379310345,0
2023-01-04 15:20:00,7791.716781609195,0
2023-01-04 15:25:00,7801.912183908045,0
2023-01-04 15:30:00,7812.1075862068965,0
2023-01-04 15:35:00,7822.302988505747,0
2023-01-04 15:40:00,7832.498390804598,0
2023-01-04 15:45:00,7842.693793103448,0
2023-01-04 15:50:00,7852.889195402298,0
2023-01-04 15:55:00,7863.084597701149,0
2023-01-04 16:00:00,7873.28,1
2023-01-04 16:05:00,5987.67,1
2023-01-04 16:10:00,6311.667272727273,0
2023-01-04 16:15:00,6635.664545454545,0
2023-01-04 16:20:00,6959.661818181818,0
2023-01-04 16:25:00,7283.659090909091,0
2023-01-04 16:30:00,7607.6563636363635,0
2023-01-04 16:35:00,7931.653636363636,0
2023-01-04 16:40:00,8255.65090909091,0
2023-01-04 16:45:00,8579.648181818182,0
2023-01-04 16:50:00,8903.645454545454,0
2023-01-04 16:55:00,9227.642727272727,0
2023-01-04 17:00:00,9551.64,1
2023-01-04 17:05:00,9531.368442028985,0
2023-01-04 17:10:00,9511.09688405797,0
2023-01-04 17:15:00,9490.825326086955,0
2023-01-04 17:20:00,9470.553768115942,0
2023-01-04 17:25:00,9450.282210144927,0
2023-01-04 17:30:00,9430.010652173913,0
2023-01-04 17:35:00,9409.739094202898,0
2023-01-04 17:40:00,9389.467536231883,0
2023-01-04 17:45:00,9369.195978260868,0
2023-01-04 17:50:00,9348.924420289855,0
2023-01-04 17:55:00,9328.65286231884,0
2023-01-04 18:00:00,9308.381304347826,0
2023-01-04 18:05:00,9288.109746376811,0
2023-01-04 18:10:00,9267.838188405796,0
2023-01-04 18:15:00,9247.566630434781,0
2023-01-04 18:20:00,9227.295072463767,0
2023-01-04 18:25:00,9207.023514492754,0
2023-01-04 18:30:00,9186.751956521739,0
2023-01-04 18:35:00,9166.480398550724,0
2023-01-04 18:40:00,9146.20884057971,0
2023-01-04 18:45:00,9125.937282608695,0
2023-01-04 18:50:00,9105.66572463768,0
2023-01-04 18:55:00,9085.394166666667,0
