TransactionDate,AccountBalance
16-01-2023 17:26,2290.1
16-01-2023 17:39,3253.51
16-01-2023 17:53,5058.83
16-01-2023 18:03,1839.1
16-01-2023 18:57,304.44
17-01-2023 16:10,3707.82
17-01-2023 16:41,9700.77
17-01-2023 16:47,530.81
17-01-2023 16:53,4702.86
17-01-2023 16:57,1242.62
17-01-2023 16:59,9239.12
17-01-2023 17:11,160.83
17-01-2023 17:25,9800.21
17-01-2023 17:50,5567.98
17-01-2023 18:42,3897.17
18-01-2023 16:47,5994.87
18-01-2023 16:48,4710.21
18-01-2023 16:59,1562.39
18-01-2023 17:03,1038.91
18-01-2023 17:53,11320.83
19-01-2023 16:11,1380.21
19-01-2023 16:14,4489.79
19-01-2023 16:28,6414.11
19-01-2023 17:08,791.97
19-01-2023 17:24,7561.33
19-01-2023 17:27,1381.28
20-01-2023 16:09,11869.71
20-01-2023 16:23,1691.88
20-01-2023 16:34,4840.31
20-01-2023 18:31,5526.28
23-01-2023 16:03,6996.35
23-01-2023 16:05,2969.71
23-01-2023 16:19,1127.54
23-01-2023 16:31,8795.37
23-01-2023 16:32,4715.84
23-01-2023 16:47,9679.68
23-01-2023 16:48,1488.65
23-01-2023 16:50,14942.78
23-01-2023 16:50,5010.31
23-01-2023 17:18,5346.46
23-01-2023 17:22,10553.23
23-01-2023 17:24,1390.98
23-01-2023 17:39,7192.45
23-01-2023 18:06,4292.16
23-01-2023 18:45,8400.87
24-01-2023 16:00,5528.36
24-01-2023 16:05,2091.78
24-01-2023 16:18,1772.06
24-01-2023 17:17,1019.39
24-01-2023 17:23,8901.93
24-01-2023 17:26,1729.26
24-01-2023 18:43,783.83
25-01-2023 17:12,7089.9
25-01-2023 17:46,2996.51
26-01-2023 16:13,560.73
26-01-2023 16:17,1477.63
26-01-2023 17:21,699.9
27-01-2023 16:35,368.78
27-01-2023 16:40,6009.12
27-01-2023 17:38,5265.88
27-01-2023 18:59,6223.26
30-01-2023 16:00,4943.16
30-01-2023 16:04,6494.25
30-01-2023 16:15,3210.39
30-01-2023 16:34,5906.58
30-01-2023 16:37,14453.35
30-01-2023 16:45,7892.87
30-01-2023 17:05,811.86
30-01-2023 17:11,6459.38
30-01-2023 17:22,8700.8
30-01-2023 17:28,453.39
30-01-2023 17:36,793.63
30-01-2023 17:47,7749.14
30-01-2023 17:47,6601.44
30-01-2023 18:47,871.1
30-01-2023 18:49,7273.55
30-01-2023 18:50,5583.88
30-01-2023 18:50,8374.38
31-01-2023 16:02,1241.59
31-01-2023 16:51,1876.35
31-01-2023 16:58,3075.97
31-01-2023 18:31,112.76
01-02-2023 17:12,4536.38
01-02-2023 18:47,1337.5
02-02-2023 16:13,13406
02-02-2023 16:19,6362.16
02-02-2023 16:20,5729.1
02-02-2023 16:52,1996.38
02-02-2023 16:55,1590.88
02-02-2023 17:02,7225.63
03-02-2023 16:06,8198
03-02-2023 17:00,8843.44
03-02-2023 17:10,339.16
03-02-2023 17:46,2571.39
03-02-2023 18:15,3435.34
06-02-2023 16:05,2760.37
06-02-2023 16:07,10922.78
06-02-2023 16:09,7460.33
06-02-2023 16:24,9823.64
06-02-2023 16:26,6452.14
06-02-2023 16:30,7581.7
06-02-2023 16:32,13485
06-02-2023 16:38,8528.72
06-02-2023 16:40,214.61
06-02-2023 16:42,9791.74
06-02-2023 16:48,2008.77
06-02-2023 16:54,4294.44
06-02-2023 17:21,6217.58
06-02-2023 17:23,1149.74
06-02-2023 17:30,1528.81
06-02-2023 17:32,9138.76
06-02-2023 17:38,9281.85
06-02-2023 17:46,6371.51
06-02-2023 17:48,475.63
06-02-2023 17:48,4446.17
06-02-2023 17:57,714.45
06-02-2023 18:18,3908.65
06-02-2023 18:39,13884.24
06-02-2023 18:39,1846.85
06-02-2023 18:59,801.01
07-02-2023 17:20,8354.54
07-02-2023 17:38,1379.39
08-02-2023 16:29,7142.53
08-02-2023 16:42,4854.83
08-02-2023 17:33,2756.2
08-02-2023 17:59,7932.41
08-02-2023 18:27,14851.28
09-02-2023 16:09,5095.73
09-02-2023 16:27,7551.89
09-02-2023 16:28,1512.16
09-02-2023 16:29,6400.59
09-02-2023 17:46,10389.6
09-02-2023 17:50,5978.12
09-02-2023 17:53,2299.64
10-02-2023 16:01,5077.06
10-02-2023 16:28,1307.86
10-02-2023 16:34,5705.4
10-02-2023 16:50,14021.4
10-02-2023 16:52,480.16
10-02-2023 17:06,7005.05
10-02-2023 17:45,1115.3
10-02-2023 18:07,2429.68
13-02-2023 16:21,3733.52
13-02-2023 16:43,4749.54
13-02-2023 16:44,5081.26
13-02-2023 16:44,3278.65
13-02-2023 16:48,1824.19
13-02-2023 16:53,2591.65
13-02-2023 16:53,299.93
13-02-2023 17:02,1476.91
13-02-2023 17:04,120.89
13-02-2023 17:13,2150.38
13-02-2023 17:18,511.37
13-02-2023 17:48,10017.11
13-02-2023 17:49,1357.22
13-02-2023 17:58,10971.32
13-02-2023 18:17,6983.04
13-02-2023 18:27,899.52
13-02-2023 18:36,749.34
13-02-2023 18:42,9410.99
14-02-2023 16:07,5669.66
14-02-2023 16:55,1629.12
14-02-2023 17:56,5347.57
15-02-2023 16:17,2026.32
15-02-2023 16:37,11197.54
15-02-2023 16:41,9062.4
15-02-2023 16:50,5767.51
16-02-2023 16:20,9748.48
16-02-2023 16:23,1216.91
16-02-2023 17:05,7155.95
16-02-2023 17:14,9538.92
16-02-2023 17:34,4976.18
16-02-2023 17:57,1659.15
16-02-2023 18:56,1244.93
17-02-2023 16:08,6485.78
17-02-2023 16:21,1435.72
17-02-2023 16:28,1595.26
17-02-2023 16:37,1696.15
17-02-2023 16:41,9916.24
17-02-2023 16:57,8461.46
17-02-2023 16:57,1268.44
17-02-2023 18:16,9442.47
20-02-2023 16:07,10724.95
20-02-2023 16:08,7474.31
20-02-2023 16:20,327.68
20-02-2023 16:28,10619.35
20-02-2023 16:36,1821
20-02-2023 16:40,6100.98
20-02-2023 16:47,585.52
20-02-2023 16:48,3908.47
20-02-2023 16:52,3641.07
20-02-2023 17:23,354.9
20-02-2023 17:26,1050.63
20-02-2023 17:27,6043.25
20-02-2023 17:28,4438.03
20-02-2023 17:28,1329.45
20-02-2023 18:03,9733.59
20-02-2023 18:41,14804.7
20-02-2023 18:48,842.94
20-02-2023 18:56,6333.72
21-02-2023 16:02,7896.85
21-02-2023 16:14,2051.25
21-02-2023 16:47,1612.4
21-02-2023 16:52,642
21-02-2023 17:42,1479.67
21-02-2023 17:45,5183.85
21-02-2023 18:13,9409.43
21-02-2023 18:41,9159.56
22-02-2023 16:18,7104.83
22-02-2023 16:42,425.77
22-02-2023 17:01,2281.9
22-02-2023 17:12,1358.37
22-02-2023 17:29,2254.71
22-02-2023 17:39,2202.62
23-02-2023 16:04,6581.55
23-02-2023 16:21,10658.88
23-02-2023 16:41,4625.12
23-02-2023 16:51,7155.04
23-02-2023 16:54,1393.14
23-02-2023 17:30,677.79
23-02-2023 18:23,1690.23
23-02-2023 18:42,1382.51
24-02-2023 16:23,13531.22
24-02-2023 16:24,1776.91
24-02-2023 16:29,9418.86
24-02-2023 16:33,1052.31
24-02-2023 16:49,1128.38
24-02-2023 16:57,8356.88
24-02-2023 17:00,1278
24-02-2023 18:22,4004.35
24-02-2023 18:25,6237.68
27-02-2023 16:02,1731.89
27-02-2023 16:05,5491.55
27-02-2023 16:07,320.25
27-02-2023 16:08,6570.36
27-02-2023 16:15,7616.43
27-02-2023 16:18,969.06
27-02-2023 16:28,11584.32
27-02-2023 16:37,9379.53
27-02-2023 16:38,572.97
27-02-2023 16:39,7467.3
27-02-2023 16:47,1356.47
27-02-2023 16:59,6590.28
27-02-2023 17:06,7128.82
27-02-2023 17:14,9992.36
27-02-2023 17:17,6118.2
27-02-2023 17:25,7807.73
27-02-2023 17:52,12470.62
27-02-2023 17:59,8981.1
27-02-2023 18:23,6215.96
27-02-2023 18:33,7795.79
28-02-2023 16:28,7016.99
28-02-2023 16:36,5750.89
28-02-2023 16:46,10980.38
28-02-2023 17:28,5401.21
28-02-2023 17:34,1661.1
28-02-2023 17:37,12027.68
28-02-2023 17:45,11565.97
28-02-2023 17:55,2607.58
01-03-2023 16:09,14928.35
01-03-2023 16:17,3140.79
01-03-2023 16:31,2235.7
01-03-2023 16:56,8994.67
01-03-2023 17:07,1817.43
01-03-2023 17:43,577.67
02-03-2023 16:05,1143.52
02-03-2023 16:06,3023.16
02-03-2023 16:11,1363.65
02-03-2023 16:41,9038.63
02-03-2023 16:43,1930.96
02-03-2023 17:32,6980.98
02-03-2023 17:53,4875.86
02-03-2023 18:36,8384.85
03-03-2023 16:00,8937.35
03-03-2023 16:21,4630.58
03-03-2023 16:57,1783.04
03-03-2023 17:08,187.9
03-03-2023 17:49,703.26
03-03-2023 18:23,1504.99
06-03-2023 16:12,11613.58
06-03-2023 16:25,9662.88
06-03-2023 16:29,873.89
06-03-2023 16:33,1258.93
06-03-2023 16:37,13330.74
06-03-2023 16:45,1442.29
06-03-2023 16:46,1633.76
06-03-2023 16:47,420.65
06-03-2023 17:25,6481.35
06-03-2023 17:37,2636.32
06-03-2023 18:04,369.79
06-03-2023 18:27,1408.07
07-03-2023 16:36,14352.33
07-03-2023 16:51,2451.56
07-03-2023 17:24,4500.26
07-03-2023 17:48,102.2
07-03-2023 17:49,1642.34
08-03-2023 16:20,465.63
08-03-2023 16:57,12703.24
08-03-2023 16:58,10704.95
08-03-2023 17:07,5625.55
08-03-2023 17:42,13801.15
08-03-2023 17:43,2411.02
08-03-2023 18:51,11263.89
09-03-2023 16:21,712.13
09-03-2023 16:31,1519.35
09-03-2023 17:37,3944.82
09-03-2023 18:04,5695.78
10-03-2023 16:35,7093.68
10-03-2023 17:33,1329.41
10-03-2023 17:34,2325.78
10-03-2023 17:38,9013.1
10-03-2023 17:49,829.71
10-03-2023 18:26,5515.32
10-03-2023 18:59,8656.18
13-03-2023 16:05,2569.56
13-03-2023 16:08,4382.73
13-03-2023 16:10,3019.04
13-03-2023 16:10,1238.43
13-03-2023 16:13,10790.8
13-03-2023 16:25,4356.98
13-03-2023 16:26,831.75
13-03-2023 16:32,14676.05
13-03-2023 16:33,1181.84
13-03-2023 16:41,2403.39
13-03-2023 16:59,11505.35
13-03-2023 17:01,319.65
13-03-2023 17:16,11666.18
13-03-2023 17:23,399
13-03-2023 17:26,7182.22
13-03-2023 17:26,9798.26
13-03-2023 17:30,1231.98
13-03-2023 17:34,1545.77
13-03-2023 18:45,730.6
14-03-2023 16:21,9899.94
14-03-2023 16:25,5326.68
14-03-2023 17:10,1983
15-03-2023 16:16,1893
15-03-2023 16:37,8870.89
15-03-2023 16:47,2923.83
15-03-2023 17:27,9844.32
15-03-2023 17:39,9240.73
15-03-2023 17:40,587.12
15-03-2023 17:45,3279.12
15-03-2023 18:42,10427
16-03-2023 16:02,6044.93
16-03-2023 16:52,3812.87
16-03-2023 17:00,349.98
16-03-2023 17:36,1404.53
17-03-2023 16:10,8579.69
17-03-2023 16:34,2189.38
17-03-2023 17:03,11729.51
20-03-2023 16:08,14563.02
20-03-2023 16:28,2114.3
20-03-2023 16:48,7104.61
20-03-2023 16:58,6825.55
20-03-2023 17:13,5878.14
20-03-2023 17:17,2610.64
20-03-2023 17:21,7071.32
20-03-2023 17:25,7417.69
20-03-2023 17:30,5577.94
20-03-2023 17:45,7336.56
20-03-2023 18:28,6706.56
20-03-2023 18:51,6178.77
21-03-2023 16:29,985.06
22-03-2023 16:03,1498.79
22-03-2023 16:10,1806.16
22-03-2023 16:18,5237.36
22-03-2023 16:59,3051.29
22-03-2023 17:31,8422.2
22-03-2023 17:36,254.75
23-03-2023 16:16,1532.72
23-03-2023 17:09,271.64
24-03-2023 16:34,383.58
24-03-2023 17:04,4008.05
27-03-2023 16:12,3988.75
27-03-2023 16:26,667.66
27-03-2023 16:34,9630
27-03-2023 16:48,6353.14
27-03-2023 16:51,1093.89
27-03-2023 16:56,6034.73
27-03-2023 17:02,1677.01
27-03-2023 17:07,5225.73
27-03-2023 17:25,11123.65
27-03-2023 17:25,6522.47
27-03-2023 17:54,3128.71
27-03-2023 18:06,2513.51
27-03-2023 18:08,5128.44
27-03-2023 18:16,618.05
27-03-2023 18:47,5141.19
27-03-2023 18:52,832.82
28-03-2023 16:02,2443.54
28-03-2023 18:19,5609.44
28-03-2023 18:30,314.28
29-03-2023 16:20,9626.14
29-03-2023 16:42,2686.52
29-03-2023 17:47,4477.78
30-03-2023 16:00,5238.37
30-03-2023 16:09,746.47
30-03-2023 17:50,690.52
30-03-2023 18:20,2138.42
31-03-2023 16:06,1021.88
31-03-2023 16:18,2227.49
31-03-2023 16:34,6903.68
31-03-2023 17:25,960.96
31-03-2023 17:36,4657.7
31-03-2023 17:50,1523.04
31-03-2023 18:57,7341.43
03-04-2023 16:05,7346.66
03-04-2023 16:09,13696.31
03-04-2023 16:14,11796.66
03-04-2023 16:19,9040.33
03-04-2023 16:25,10278.75
03-04-2023 16:27,7253.22
03-04-2023 16:31,4381.24
03-04-2023 16:34,5595.22
03-04-2023 16:35,1931.66
03-04-2023 16:37,4693.6
03-04-2023 16:41,2402.58
03-04-2023 16:43,9929.43
03-04-2023 16:55,8356.08
03-04-2023 17:15,781.68
03-04-2023 18:37,8873.43
03-04-2023 18:41,7574.45
04-04-2023 16:11,5424.6
05-04-2023 16:08,5294.98
05-04-2023 16:21,4203.05
05-04-2023 17:20,11204.62
05-04-2023 17:52,11305.81
05-04-2023 18:37,9045.19
06-04-2023 16:03,12815.24
06-04-2023 16:41,2304.56
06-04-2023 16:59,4954.37
06-04-2023 17:24,7513.79
06-04-2023 17:41,1406.6
06-04-2023 18:06,1788.27
07-04-2023 16:04,868.91
07-04-2023 16:16,9879.87
07-04-2023 16:50,13847.99
07-04-2023 17:11,1014.63
07-04-2023 17:23,4737.84
07-04-2023 17:37,13017.7
10-04-2023 16:04,6987.4
10-04-2023 16:23,1493.88
10-04-2023 16:25,2434.74
10-04-2023 16:38,5677.52
10-04-2023 16:44,619.86
10-04-2023 16:47,6684.34
10-04-2023 16:52,4597.57
10-04-2023 17:04,1052.27
10-04-2023 17:26,8942.58
10-04-2023 17:48,12723.62
10-04-2023 17:49,3798.09
10-04-2023 17:57,705.75
10-04-2023 17:58,580.66
10-04-2023 18:26,1579.57
10-04-2023 18:27,6214.54
11-04-2023 16:06,9129.68
11-04-2023 16:29,5112.21
11-04-2023 16:37,5121.36
11-04-2023 17:06,7541.16
12-04-2023 16:03,241.79
12-04-2023 17:06,14268.95
12-04-2023 17:39,7517.5
12-04-2023 17:54,1061.58
13-04-2023 16:41,13777.79
13-04-2023 17:35,5571.39
13-04-2023 17:45,6937.48
13-04-2023 18:15,5925.98
13-04-2023 18:37,421.93
14-04-2023 16:00,1204.65
14-04-2023 16:33,6474.34
14-04-2023 17:21,7487.79
14-04-2023 17:59,1802.77
17-04-2023 16:03,4792.01
17-04-2023 16:04,4891.56
17-04-2023 16:10,1778.75
17-04-2023 16:12,4150.63
17-04-2023 16:27,10506.41
17-04-2023 16:37,673.35
17-04-2023 16:46,7822.73
17-04-2023 16:53,7831.56
17-04-2023 16:56,6939.23
17-04-2023 17:27,8692.47
17-04-2023 17:43,3240.14
17-04-2023 17:58,7061.73
17-04-2023 18:22,259.44
17-04-2023 18:42,7811.31
18-04-2023 17:17,14817.22
18-04-2023 17:43,6586.19
18-04-2023 18:40,1951.42
18-04-2023 18:55,4381.54
19-04-2023 16:36,12046.3
19-04-2023 16:38,2861.65
19-04-2023 16:41,445.21
20-04-2023 16:01,949.38
20-04-2023 17:52,3886.77
20-04-2023 17:54,1916.46
20-04-2023 18:39,359.06
20-04-2023 18:50,4909.24
21-04-2023 16:22,10517.47
21-04-2023 17:19,7915
24-04-2023 16:24,13240.72
24-04-2023 16:28,7588.67
24-04-2023 16:32,14494.18
24-04-2023 16:47,503.01
24-04-2023 16:47,928.33
24-04-2023 17:01,1127.98
24-04-2023 17:16,3524.68
24-04-2023 17:18,1635.05
24-04-2023 17:27,9975.79
24-04-2023 18:33,3877.73
25-04-2023 16:11,948.7
25-04-2023 16:11,3014.75
25-04-2023 16:23,5545.96
25-04-2023 16:28,221.79
25-04-2023 16:34,888.6
25-04-2023 16:41,1046.66
25-04-2023 16:53,469.14
25-04-2023 17:00,6530.59
25-04-2023 17:33,162.53
25-04-2023 18:47,2940.04
25-04-2023 18:58,874.15
26-04-2023 17:55,14395.88
26-04-2023 18:35,7739.54
27-04-2023 16:27,5943.13
27-04-2023 17:30,10008.33
28-04-2023 16:32,387.65
28-04-2023 16:55,1484.76
28-04-2023 17:12,6885.16
01-05-2023 16:11,922.19
01-05-2023 16:23,12896.06
01-05-2023 16:23,4466.1
01-05-2023 16:30,12042.79
01-05-2023 16:43,7006.46
01-05-2023 16:57,1200.35
01-05-2023 16:58,5414.87
01-05-2023 17:04,1265.27
01-05-2023 17:11,438.75
01-05-2023 17:17,2798.15
01-05-2023 17:21,7895.54
01-05-2023 17:36,1019.46
01-05-2023 18:28,627.79
01-05-2023 18:38,1523.57
02-05-2023 16:14,5427.81
02-05-2023 16:30,1035.22
02-05-2023 17:24,9419.27
02-05-2023 17:24,207.1
02-05-2023 18:25,1402.5
03-05-2023 16:26,7451.83
03-05-2023 17:04,1035.86
04-05-2023 16:21,9660.22
04-05-2023 16:25,6133.41
04-05-2023 16:37,427.3
04-05-2023 16:37,2531.24
04-05-2023 16:51,11991.24
04-05-2023 17:02,7941.73
04-05-2023 17:46,2064.76
04-05-2023 17:49,8300.54
05-05-2023 16:31,9532.42
05-05-2023 16:32,8569.06
05-05-2023 16:35,6420.47
05-05-2023 16:42,2038.31
05-05-2023 16:52,4539.99
05-05-2023 17:31,922.96
05-05-2023 17:32,129.29
05-05-2023 17:34,9808.97
08-05-2023 16:24,1040.43
08-05-2023 16:25,12063.77
08-05-2023 16:37,2815.86
08-05-2023 16:37,4577.09
08-05-2023 16:48,3495.51
08-05-2023 17:29,1980.62
08-05-2023 17:33,958.7
08-05-2023 17:42,4055.55
08-05-2023 17:44,1801.69
08-05-2023 17:54,1029.15
09-05-2023 16:40,11705.88
09-05-2023 16:47,3114.92
09-05-2023 16:55,1272.12
09-05-2023 17:02,2833.12
10-05-2023 16:15,9385.57
10-05-2023 16:27,137.42
10-05-2023 16:35,7682
10-05-2023 16:38,13389.16
10-05-2023 16:55,522.39
10-05-2023 17:02,3293.06
10-05-2023 17:05,9826.26
10-05-2023 17:41,4656.94
10-05-2023 17:49,7374.26
10-05-2023 17:56,1887.84
10-05-2023 18:49,3143.17
11-05-2023 16:30,2016.02
11-05-2023 16:36,6003.59
11-05-2023 17:15,9500.95
11-05-2023 18:31,1068.55
12-05-2023 18:38,651.84
15-05-2023 16:13,6385.12
15-05-2023 16:19,1033.94
15-05-2023 16:25,7418.82
15-05-2023 16:35,7902.52
15-05-2023 16:37,6642.33
15-05-2023 16:49,5803.89
15-05-2023 16:51,259.77
15-05-2023 16:52,6324.09
15-05-2023 16:52,1830.98
15-05-2023 17:02,7835.4
15-05-2023 17:25,5343.3
15-05-2023 17:33,5788.53
15-05-2023 17:37,3449.35
15-05-2023 17:46,7037.34
15-05-2023 18:15,791.46
15-05-2023 18:41,6981.03
15-05-2023 18:44,6100.08
15-05-2023 18:47,1749.79
16-05-2023 16:07,4175.02
16-05-2023 16:32,6887.52
16-05-2023 16:45,1262.68
16-05-2023 16:57,7318.64
16-05-2023 17:26,1585.98
17-05-2023 16:03,6631.5
17-05-2023 16:30,10141.92
17-05-2023 17:00,1913.73
17-05-2023 17:28,8557.32
18-05-2023 16:16,8497.34
18-05-2023 16:19,9326.28
18-05-2023 16:24,173.7
18-05-2023 17:34,5334.97
18-05-2023 18:15,1674.94
19-05-2023 16:31,678.83
19-05-2023 16:35,897.94
19-05-2023 16:52,787.74
19-05-2023 16:54,1658.52
19-05-2023 17:19,12327.74
19-05-2023 17:57,9695.04
19-05-2023 18:32,4586.11
19-05-2023 18:44,7036.72
19-05-2023 18:47,5481.76
22-05-2023 16:17,7323.53
22-05-2023 16:22,770.37
22-05-2023 16:24,4079.09
22-05-2023 16:27,1338.95
22-05-2023 16:38,800.93
22-05-2023 16:41,135.96
22-05-2023 16:48,2487.2
22-05-2023 16:51,6611.26
22-05-2023 16:57,13523.65
22-05-2023 16:57,187.65
22-05-2023 17:09,3077.2
22-05-2023 17:09,6481.04
22-05-2023 17:27,4735.61
22-05-2023 17:29,145.5
22-05-2023 17:34,3919.44
22-05-2023 17:40,1605.67
22-05-2023 17:45,5882.12
22-05-2023 17:45,4272.41
22-05-2023 18:23,4401.78
22-05-2023 18:45,7014.69
23-05-2023 16:03,5241.23
23-05-2023 16:29,620.83
23-05-2023 16:44,130.76
23-05-2023 17:12,7001.2
24-05-2023 16:02,3479.56
24-05-2023 16:12,546.46
24-05-2023 16:21,4732.81
24-05-2023 16:25,420.67
24-05-2023 18:32,672.79
25-05-2023 16:16,9903.48
25-05-2023 16:34,8127.48
25-05-2023 16:45,1831.2
26-05-2023 16:00,961.65
26-05-2023 16:47,5889.51
26-05-2023 17:07,8126.06
26-05-2023 17:10,1431.6
26-05-2023 17:32,985.77
26-05-2023 17:56,5229.95
29-05-2023 16:17,1765.45
29-05-2023 16:20,8865.27
29-05-2023 16:31,4658.89
29-05-2023 16:40,8042.3
29-05-2023 16:50,903.05
29-05-2023 17:02,1692.15
29-05-2023 17:14,6109.86
29-05-2023 17:30,2735.84
29-05-2023 17:45,5107.75
29-05-2023 17:53,3634.76
29-05-2023 17:55,7885.21
29-05-2023 18:27,477.03
29-05-2023 18:40,778.74
30-05-2023 16:28,1870.16
30-05-2023 17:13,844.55
30-05-2023 18:29,1445.53
31-05-2023 16:25,7580.59
31-05-2023 16:28,1910.9
31-05-2023 16:37,8670.53
31-05-2023 16:50,5396.65
31-05-2023 16:54,10115.18
31-05-2023 17:21,4580.59
01-06-2023 16:15,4943.49
01-06-2023 16:18,2156.54
01-06-2023 16:51,8303.9
01-06-2023 17:19,490.57
01-06-2023 18:04,8704.27
01-06-2023 18:27,1514.34
02-06-2023 16:27,1592.94
02-06-2023 16:48,6752.92
02-06-2023 16:49,530.86
02-06-2023 16:54,662.51
05-06-2023 16:02,3473.24
05-06-2023 16:11,6781.3
05-06-2023 16:16,3728.04
05-06-2023 16:24,5172.99
05-06-2023 16:24,6708.65
05-06-2023 16:27,9942.24
05-06-2023 17:08,10778.35
05-06-2023 17:24,13054.54
05-06-2023 17:28,8874.01
05-06-2023 17:29,972.04
05-06-2023 17:45,14631.88
05-06-2023 17:48,4474.2
05-06-2023 18:09,3553.69
06-06-2023 16:36,213
06-06-2023 17:32,1833.24
06-06-2023 17:56,11011.86
06-06-2023 18:53,7986.63
06-06-2023 18:54,8974.93
07-06-2023 16:07,1793.09
07-06-2023 16:26,6910.18
07-06-2023 16:45,14904.9
07-06-2023 17:02,1244.17
07-06-2023 17:05,1619.16
07-06-2023 17:06,1237.5
07-06-2023 17:35,9523.72
08-06-2023 16:06,423.64
08-06-2023 16:20,4710.04
08-06-2023 16:26,5463.94
08-06-2023 16:27,5313.97
08-06-2023 16:28,883.72
08-06-2023 16:43,7315.34
08-06-2023 16:56,3304.02
08-06-2023 17:20,5495.3
08-06-2023 18:54,3213.16
09-06-2023 16:10,6797.71
09-06-2023 16:18,5630.61
09-06-2023 16:20,6338.35
09-06-2023 16:31,7320.61
09-06-2023 17:12,3274.96
09-06-2023 17:14,7498.51
09-06-2023 17:41,12893.85
09-06-2023 17:58,5683.49
09-06-2023 18:33,5958.75
12-06-2023 16:03,1429.61
12-06-2023 16:26,5019.68
12-06-2023 16:34,11988.12
12-06-2023 16:48,9073.17
12-06-2023 16:58,3663.64
12-06-2023 17:09,13586.06
12-06-2023 17:09,912.71
12-06-2023 17:30,899.15
12-06-2023 17:32,1057
12-06-2023 17:36,6990.92
12-06-2023 17:53,634.17
12-06-2023 18:30,234.41
12-06-2023 18:51,11795.12
12-06-2023 18:56,7061.58
13-06-2023 16:06,4330.04
13-06-2023 16:10,392.34
13-06-2023 16:24,7896.14
13-06-2023 17:52,5472.03
14-06-2023 16:16,7413.18
14-06-2023 16:24,6076.45
14-06-2023 16:30,5962.58
14-06-2023 16:34,4159.52
14-06-2023 16:34,3520.61
14-06-2023 17:07,220.51
14-06-2023 17:21,2232.84
15-06-2023 16:10,4044.62
15-06-2023 16:41,2649.23
15-06-2023 16:48,2060.02
15-06-2023 17:22,9567.94
15-06-2023 18:28,524.46
15-06-2023 18:45,222.22
16-06-2023 16:19,12319.26
16-06-2023 16:36,1433.66
16-06-2023 16:41,12385.05
16-06-2023 17:21,2300.53
16-06-2023 17:33,1319.85
16-06-2023 18:47,1061.69
16-06-2023 18:58,14473.33
19-06-2023 16:20,7844.23
19-06-2023 16:21,2174.16
19-06-2023 16:22,300.87
19-06-2023 16:24,422.32
19-06-2023 16:32,4383.69
19-06-2023 16:36,1176.1
19-06-2023 16:57,11310.27
