Datetime,transaction_count,dr_amount,cr_amount,total_amount,hour,dow,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,dr_cr_imbalance,tc_lag1,tc_diff1,tc_roll_mean_24,tc_roll_std_24,tc_wow_diff,amt_roll_std_24,seasonal_baseline,residual,residual_roll_std,seasonal_z,z_flag,ewma,ewma_limit,ewma_flag,cusum_up,cusum_dn,cusum_threshold,cusum_warn_level,sb_flag,sb_pre_alarm,if_score,if_threshold,if_flag,lof_score,lof_threshold,lof_flag,votes,is_anomaly,combined_score,building_stress,status,cum_confirmed_anomalies,cum_building_stress
2025-01-14 17:00:00,227,115202.0,127815.0,243017.0,17,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.051901505238295106,184.0,43.0,49.5,69.74674684637395,6.0,68550.18429238486,238.5,-11.5,13.239834614028483,-0.8685909103286673,False,-12.522167165441187,13.239834614028483,False,0.0,4.446005862154799,6.0,3.5999999999999996,False,True,,,False,,,False,0,False,0.36306242380776665,True,Building Stress,1,12
2025-01-14 18:00:00,32,17705.0,16930.0,34635.0,18,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.022375562998036724,227.0,-195.0,47.166666666666664,62.1146672216633,-5.0,64119.718735637936,40.0,-8.0,13.230118618462699,-0.6046808974815961,False,-11.617733732352951,13.230118618462699,False,0.0,4.5506867596363945,6.0,3.5999999999999996,False,True,,,False,,,False,0,False,0.34411535458003023,True,Building Stress,1,13
2025-01-14 19:00:00,0,0.0,0.0,0.0,19,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.0,32.0,-32.0,46.541666666666664,62.19183447497203,0.0,64174.93653693728,0.0,0.0,13.196012445806131,0.0,False,-9.29418698588236,13.196012445806131,False,0.0,4.0506867596363945,6.0,3.5999999999999996,False,True,,,False,,,False,0,False,0.297887844578418,True,Building Stress,1,14
2025-01-17 13:00:00,72,34576.0,31649.0,66225.0,13,4,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.04419714311599674,76.0,-4.0,52.041666666666664,65.64428460611995,8.0,69653.91045375701,58.0,14.0,11.796233961144242,1.1868194583215939,False,9.051879681189952,11.796233961144242,False,3.6104420893588145,0.0,6.0,3.5999999999999996,False,True,,,False,,,False,0,False,0.3469038200788539,True,Building Stress,1,15
2025-01-17 14:00:00,86,37111.0,52689.0,89800.0,14,4,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.17347245576329884,72.0,14.0,53.083333333333336,65.75905734717011,7.0,69696.96540956812,72.0,14.0,11.808856521446943,1.1855508596089348,False,10.041503744951962,11.808856521446943,False,4.295992948967749,0.0,6.0,3.5999999999999996,False,True,,,False,,,False,0,False,0.3593090312040847,True,Building Stress,1,16
2025-01-17 15:00:00,157,61360.0,86028.0,147388.0,15,4,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,-0.16736662844581346,86.0,71.0,52.875,65.64152483457936,-4.0,69938.33116784727,137.0,20.0,11.820836704223524,1.6919276105771857,False,12.03320299596157,11.820836704223524,True,5.487920559544935,0.0,6.0,3.5999999999999996,False,True,,,False,,,False,1,False,0.3986377555585654,True,Building Stress,1,17
2025-01-17 16:00:00,200,104095.0,99978.0,204073.0,16,4,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.02017405450963866,157.0,43.0,54.416666666666664,67.68913384421249,-2.0,71022.36109201905,192.5,7.5,11.878353086017988,0.6314006618331839,False,11.126562396769257,11.878353086017988,False,5.619321221378119,0.0,6.0,3.5999999999999996,False,True,,,False,,,False,0,False,0.3537932344920651,True,Building Stress,1,18
2025-01-20 11:00:00,120,61862.0,53866.0,115728.0,11,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.06909244873799998,123.0,-3.0,14.708333333333334,34.021066576674116,-4.0,35861.37435915607,94.0,26.0,10.44432173832773,2.489390948632624,False,9.029509454048124,10.44432173832773,False,3.8778048452372573,0.0,6.0,3.5999999999999996,False,True,0.6069479404937379,0.5979581359170879,True,-0.24826908219465205,-0.04349460789665832,False,1,False,0.5989665267486125,True,Building Stress,1,19
2025-01-20 12:00:00,81,36087.0,47534.0,83621.0,12,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.1368898136853938,120.0,-39.0,19.708333333333332,40.049403368151786,5.0,41124.85735740206,68.0,13.0,10.546430597574675,1.232644531220787,False,9.8236075632385,10.546430597574675,False,4.610449376458044,0.0,6.0,3.5999999999999996,False,True,0.5911629507926303,0.5979581359170879,False,-0.33681214426881967,-0.04349460789665832,False,0,False,0.5486914631681457,True,Building Stress,1,20
2025-01-20 14:00:00,94,37595.0,43243.0,80838.0,14,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.06986726703694998,56.0,38.0,25.416666666666668,41.91390416459484,-10.0,43990.34871717953,74.5,19.5,10.540469191271871,1.850012522796153,False,9.307108840472642,10.540469191271871,False,4.939345027947663,0.0,6.0,3.5999999999999996,False,True,0.5579606316588572,0.5979581359170879,False,-0.37739365906407696,-0.04349460789665832,False,0,False,0.535032901750238,True,Building Stress,1,21
2025-01-20 15:00:00,161,78784.0,79722.0,158506.0,15,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-0.005917719722157381,94.0,67.0,29.333333333333332,43.78571006386789,-9.0,44935.477204619565,146.5,14.5,10.585807001153881,1.3697585832066899,False,10.345687072378114,10.585807001153881,False,5.809103611154353,0.0,6.0,3.5999999999999996,False,True,0.5736320599455471,0.5979581359170879,False,-0.3486082442323719,-0.04349460789665832,False,0,False,0.5506831064209139,True,Building Stress,1,22
2025-01-21 15:00:00,134,57118.0,69437.0,126555.0,15,1,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,-0.09734030784790923,79.0,55.0,53.0,74.5024073144766,18.0,79834.70716504584,152.0,-18.0,10.740295877918875,-1.6759314831359955,False,-9.781370254546147,10.740295877918875,False,0.0,4.212650526508579,6.0,3.5999999999999996,False,True,0.5300246394563684,0.5913811013431046,False,-0.4118987314673892,-0.11922948912290693,False,0,False,0.5039887896854828,True,Building Stress,3,23
2025-01-21 16:00:00,180,91884.0,91271.0,183155.0,16,1,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.0033468737032911833,134.0,46.0,51.875,72.98916685550584,-4.0,78291.35556979787,197.0,-17.0,10.779156153116618,-1.5771178892407756,False,-11.225096203636918,10.779156153116618,True,0.0,5.2897684157493545,6.0,3.5999999999999996,False,True,0.5424260891220979,0.5913811013431046,False,-0.41018284796941207,-0.11922948912290693,False,1,False,0.5221164764578385,True,Building Stress,3,24
2025-01-21 17:00:00,240,114335.0,134243.0,248578.0,17,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.08008721573423339,180.0,60.0,49.833333333333336,68.35754254790328,13.0,74500.70415521713,245.0,-5.0,10.811221845545223,-0.4624824160888213,False,-9.980076962909534,10.811221845545223,False,0.0,5.252250831838176,6.0,3.5999999999999996,False,True,0.5802952423858477,0.5913811013431046,False,-0.2555210927625742,-0.11922948912290693,False,0,False,0.5315295148191999,True,Building Stress,3,25
2025-01-22 17:00:00,222,111141.0,124606.0,235747.0,17,2,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.05711607309499975,202.0,20.0,49.833333333333336,67.5822633450566,-23.0,66057.69151652783,245.0,-23.0,10.741795633196837,-2.1411690173028393,False,-10.09416246038866,10.741795633196837,False,0.0,4.111555128493423,6.0,3.5999999999999996,False,True,0.5687657436754135,0.5884715648981675,False,-0.2678337855097659,-0.09890260582681516,False,0,False,0.5823895179726275,True,Building Stress,4,26
2025-01-23 17:00:00,215,112237.0,105962.0,218199.0,17,3,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.028758020164986253,193.0,22.0,49.208333333333336,64.60716016764347,-7.0,63922.05395872801,242.5,-27.5,10.603192276301371,-2.593558551367948,False,-10.984321857137637,10.603192276301371,True,0.0,4.945415836187324,6.0,3.5999999999999996,False,True,0.5415581491994221,0.583142887320616,False,-0.34599277371928694,-0.10606539761533934,False,1,False,0.5776738618246245,True,Building Stress,4,27
2025-01-23 18:00:00,33,15005.0,20854.0,35859.0,18,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.16310652537646403,215.0,-182.0,48.916666666666664,63.80399106139302,-8.0,61753.46485894653,40.0,-7.0,10.695423696786872,-0.654485525627465,False,-10.18745748571011,10.695423696786872,False,0.0,5.09990136181479,6.0,3.5999999999999996,False,True,0.5668421968231231,0.583142887320616,False,0.1333231303671154,-0.10606539761533934,True,1,False,0.5823653366044171,True,Building Stress,4,28
2025-01-23 19:00:00,0,0.0,0.0,0.0,19,3,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0.0,33.0,-33.0,48.416666666666664,63.882988595431726,0.0,61777.60290856729,0.0,0.0,10.68614101601479,0.0,False,-8.14996598856809,10.68614101601479,False,0.0,4.59990136181479,6.0,3.5999999999999996,False,True,0.44284863803987434,0.583142887320616,False,-0.4068987394991248,-0.10606539761533934,False,0,False,0.30616033388040836,True,Building Stress,4,29
2025-01-23 20:00:00,0,0.0,0.0,0.0,20,3,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.0,0.0,0.0,48.416666666666664,63.882988595431726,0.0,61777.60290856729,0.0,0.0,10.669986644969239,0.0,False,-6.519972790854472,10.669986644969239,False,0.0,4.09990136181479,6.0,3.5999999999999996,False,True,0.4173894995247271,0.583142887320616,False,-0.4746870029966739,-0.10606539761533934,False,0,False,0.21686926297936934,True,Building Stress,4,30
2025-01-27 12:00:00,84,34948.0,40643.0,75591.0,12,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.07533866017567997,113.0,-29.0,19.625,41.194989670019865,3.0,37301.40668169193,67.0,17.0,10.002867528402625,1.6995126599177066,False,10.100623583380937,10.002867528402625,True,4.626272173396583,0.0,6.0,3.5999999999999996,False,True,0.5627802334357664,0.599848698348907,False,-0.40022368191324564,-0.09942966714502342,False,1,False,0.5399369388511895,True,Building Stress,5,31
2025-01-27 16:00:00,216,114210.0,133603.0,247813.0,16,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.07825627284979864,165.0,51.0,36.916666666666664,52.648891698700076,-13.0,50238.27926181794,193.5,22.5,10.105113993274632,2.226595366957233,False,15.654815419752834,10.105113993274632,True,4.059835619513876,0.0,6.0,3.5999999999999996,False,True,0.5983835561184465,0.599848698348907,False,-0.3632515744726179,-0.09942966714502342,False,1,False,0.5877732163517579,True,Building Stress,5,32
2025-01-27 17:00:00,254,122897.0,129837.0,252734.0,17,0,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.027459592062832612,216.0,38.0,45.916666666666664,63.4232961359911,-10.0,65678.15670327707,237.5,16.5,10.149310950187504,1.6257261286979459,False,15.823852335802268,10.149310950187504,True,5.185561748211822,0.0,6.0,3.5999999999999996,False,True,0.573846143750606,0.599848698348907,False,-0.3313509687900691,-0.09942966714502342,False,1,False,0.5655672754509802,True,Building Stress,5,33
2025-01-27 18:00:00,43,20752.0,21190.0,41942.0,18,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.01044274372362492,254.0,-211.0,56.5,75.47530549213057,-5.0,77225.6033331699,38.0,5.0,10.166669677337124,0.4918031330501151,False,13.659081868641815,10.166669677337124,True,5.177364881261937,0.0,6.0,3.5999999999999996,False,True,0.5939125411705861,0.599848698348907,False,0.365402045103145,-0.09942966714502342,True,2,False,0.6010844490042921,True,Building Stress,5,34
2025-01-27 19:00:00,0,0.0,0.0,0.0,19,0,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.0,43.0,-43.0,58.291666666666664,74.58084563902374,0.0,76360.08308208246,0.0,0.0,10.156945744410564,0.0,False,10.927265494913453,10.156945744410564,True,4.677364881261937,0.0,6.0,3.5999999999999996,False,True,0.5010338587200793,0.599848698348907,False,-0.2474792287713976,-0.09942966714502342,False,1,False,0.48045411985018727,True,Building Stress,5,35
2025-01-27 20:00:00,0,0.0,0.0,0.0,20,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0,0.0,58.291666666666664,74.58084563902374,0.0,76360.08308208246,0.0,0.0,10.14509058597596,0.0,False,8.741812395930763,10.14509058597596,False,4.177364881261937,0.0,6.0,3.5999999999999996,False,True,0.4613937511777749,0.599848698348907,False,-0.32961954385200176,-0.09942966714502342,False,0,False,0.367969091548052,True,Building Stress,5,36
2025-01-27 21:00:00,0,0.0,0.0,0.0,21,0,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.0,0.0,0.0,58.291666666666664,74.58084563902374,0.0,76360.08308208246,0.0,0.0,10.133276842486694,0.0,False,6.993449916744611,10.133276842486694,False,3.677364881261937,0.0,6.0,3.5999999999999996,False,True,0.45849868933365834,0.599848698348907,False,-0.36838803747066073,-0.09942966714502342,False,0,False,0.3278900172214478,True,Building Stress,5,37
2025-01-28 12:00:00,103,47400.0,54480.0,101880.0,12,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-0.06949283968551545,124.0,-21.0,61.75,76.32097552015321,44.0,79483.5457913018,72.5,30.5,10.281589124708841,2.966467501283632,False,20.337535344055354,10.281589124708841,True,5.007818774443339,0.0,6.0,3.5999999999999996,False,True,0.5628878908144936,0.5838632089086466,False,0.05169628754502642,-0.10018869398204501,True,2,False,0.6634655833761212,True,Building Stress,7,38
2025-01-29 10:00:00,164,81234.0,75070.0,156304.0,10,2,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.03943571862704328,122.0,42.0,69.25,92.16679115226019,28.0,91681.11207920479,133.5,30.5,11.93756606939102,2.554959681287521,False,13.092491718698234,11.93756606939102,True,4.002568069071279,0.0,6.0,3.5999999999999996,False,True,0.5980960163050918,0.582099898438371,True,-0.2654697905146415,0.18267867322612946,False,2,False,0.6176091429343031,True,Building Stress,12,39
2025-01-29 14:00:00,112,47199.0,59116.0,106315.0,14,2,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.11209037209827308,78.0,34.0,69.08333333333333,92.42196081332462,37.0,91534.04992028805,85.5,26.5,12.1012787971007,2.1898512086465636,False,19.3250846079788,12.1012787971007,True,3.833991955952423,0.0,6.0,3.5999999999999996,False,True,0.5671725022824772,0.582099898438371,False,-0.2938940641940788,0.18267867322612946,False,1,False,0.5879997219361588,True,Building Stress,13,40
2025-01-29 19:00:00,0,0.0,0.0,0.0,19,2,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.0,44.0,-44.0,70.95833333333333,94.98717495429106,0.0,88308.7248715255,0.0,0.0,13.2728132501427,0.0,False,30.3426837243425,13.2728132501427,True,5.028126676037709,0.0,6.0,3.5999999999999996,False,True,0.5370495839332131,0.582099898438371,False,-0.1991305873334508,0.18267867322612946,False,1,False,0.5076076779026217,True,Building Stress,17,41
2025-01-29 20:00:00,0,0.0,0.0,0.0,20,2,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.0,0.0,0.0,70.95833333333333,94.98717495429106,0.0,88308.7248715255,0.0,0.0,13.2728132501427,0.0,False,24.274146979474,13.2728132501427,True,4.528126676037709,0.0,6.0,3.5999999999999996,False,True,0.5080623310971615,0.582099898438371,False,-0.3112603407722101,0.18267867322612946,False,1,False,0.4786516853932585,True,Building Stress,17,42
2025-01-29 21:00:00,0,0.0,0.0,0.0,21,2,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.0,0.0,0.0,70.95833333333333,94.98717495429106,0.0,88308.7248715255,0.0,0.0,13.2728132501427,0.0,False,19.4193175835792,13.2728132501427,True,4.028126676037709,0.0,6.0,3.5999999999999996,False,True,0.5074751201949987,0.582099898438371,False,-0.33310908769687453,0.18267867322612946,False,1,False,0.47265917602996255,True,Building Stress,17,43
2025-01-30 12:00:00,107,47626.0,55733.0,103359.0,12,3,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,-0.07843459752321981,146.0,-39.0,70.875,94.74052092081732,48.0,88172.20123933333,81.0,26.0,13.408936957192346,1.9390053128748588,False,17.07688209557185,13.408936957192346,True,5.50658869603026,0.0,6.0,3.5999999999999996,False,True,0.5832706507673768,0.5854538112780812,False,-0.19946189969472683,0.17916344170303292,False,1,False,0.5969602894553792,True,Building Stress,18,44
2025-01-30 13:00:00,65,34812.0,41984.0,76796.0,13,3,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,-0.09338906467700561,107.0,-42.0,71.29166666666667,94.88229741273574,10.0,88356.43378061123,58.5,6.5,13.45193641130539,0.48320180836843796,False,14.961505676457481,13.45193641130539,True,5.489790504398698,0.0,6.0,3.5999999999999996,False,True,0.5352015691970796,0.5854538112780812,False,-0.4924996693268673,0.17916344170303292,False,1,False,0.42582114642127,True,Building Stress,18,45
2025-01-31 09:00:00,142,57194.0,84977.0,142171.0,9,4,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,-0.1954182258109895,92.0,50.0,68.04166666666667,87.97305870532759,45.0,92369.30306528413,100.5,41.5,13.798988655408332,3.007466781540879,True,15.91226896624444,13.798988655408332,True,4.5594393099744694,0.0,6.0,3.5999999999999996,False,True,0.5798370690388365,0.5843584821233531,False,-0.25418945291053174,0.1444368567761425,False,2,False,0.6278706155644713,True,Building Stress,20,46
2025-01-31 12:00:00,102,43836.0,54082.0,97918.0,12,4,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.10463750651048316,171.0,-69.0,73.29166666666667,93.0247648965477,21.0,94950.67573276506,82.5,19.5,14.580595063640947,1.3373939756839128,False,32.09508171071716,14.580595063640947,True,4.993366891351657,0.0,6.0,3.5999999999999996,False,True,0.5726385999972687,0.5843584821233531,False,-0.33033080727323405,0.1444368567761425,False,1,False,0.5551837317737334,True,Building Stress,22,47
2025-02-04 10:00:00,110,53287.0,68720.0,122007.0,10,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.12649170546193692,71.0,39.0,57.75,77.63641570473398,-45.0,81380.10569488857,145.0,-35.0,15.948722492662828,-2.1945331368140404,False,-17.12378071008664,15.948722492662828,True,0.0,4.8010667811289185,6.0,3.5999999999999996,False,True,0.49717516261842604,0.5768343809089498,False,-0.32742908532399917,0.09482853583998294,False,1,False,0.5365640259087826,True,Building Stress,26,48
2025-02-04 15:00:00,132,53825.0,64707.0,118532.0,15,1,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,-0.09180565749622469,81.0,51.0,54.541666666666664,75.93760548987724,-71.0,79794.17029916336,186.5,-54.5,16.149216941526348,-3.37477663451643,True,-24.41192046308119,16.149216941526348,True,0.0,4.327972059435452,6.0,3.5999999999999996,False,True,0.48436349783094934,0.5768343809089498,False,-0.06369302601485405,0.09482853583998294,False,2,False,0.5761629664688998,True,Building Stress,26,49
2025-02-05 12:00:00,55,32525.0,36957.0,69482.0,12,2,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.06378538635349654,114.0,-59.0,50.583333333333336,66.14142730390012,-42.0,65313.276147083736,90.5,-35.5,16.714558191959483,-2.123896999986349,False,-16.746960555933075,16.714558191959483,True,0.0,4.170896092555671,6.0,3.5999999999999996,False,True,0.5009555841438875,0.5736213526396121,False,-0.3900169571436667,0.08595209827305052,False,1,False,0.5202113606737022,True,Building Stress,27,50
2025-02-05 13:00:00,53,25135.0,32163.0,57298.0,13,2,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.12265484563430426,55.0,-2.0,50.458333333333336,66.12963498453932,-25.0,65377.78457315482,73.5,-20.5,16.800041191528294,-1.2202351033720962,False,-17.497568444746463,16.800041191528294,True,0.0,4.891131195927767,6.0,3.5999999999999996,False,True,0.4644937238088026,0.5736213526396121,False,-0.4859131564858117,0.08595209827305052,False,1,False,0.3584881738577215,True,Building Stress,27,51
2025-02-05 14:00:00,76,37755.0,41213.0,78968.0,14,2,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.043789335055528116,53.0,23.0,49.708333333333336,65.98845693964486,-36.0,65381.50026396078,93.5,-17.5,16.83092387778962,-1.0397527864226934,False,-17.49805475579717,16.83092387778962,True,0.0,5.43088398235046,6.0,3.5999999999999996,False,True,0.4683313913732568,0.5736213526396121,False,-0.4543450676373799,0.08595209827305052,False,1,False,0.3896911977496703,True,Building Stress,27,52
2025-02-05 17:00:00,238,105102.0,139707.0,244809.0,17,2,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.14135451983170622,177.0,61.0,49.333333333333336,65.77740240133133,-87.0,65517.369813237805,289.0,-51.0,17.355427871575124,-2.938561951764281,False,-37.671004034968156,17.355427871575124,True,0.0,5.830371496030012,6.0,3.5999999999999996,False,True,0.5677771427252325,0.5736213526396121,False,-0.0461726191187295,0.08595209827305052,False,1,False,0.6255737879052513,True,Building Stress,29,53
2025-02-05 18:00:00,36,18045.0,18131.0,36176.0,18,2,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.00237720098405064,238.0,-202.0,49.041666666666664,64.8814833681997,-8.0,65987.87677567992,41.0,-5.0,17.51687221707236,-0.28543908627288384,False,-31.136803227974525,17.51687221707236,True,0.0,5.615810582302896,6.0,3.5999999999999996,False,True,0.5357209692199334,0.5736213526396121,False,0.1920045810454798,0.08595209827305052,True,2,False,0.5621831755349389,True,Building Stress,29,54
2025-02-05 19:00:00,0,0.0,0.0,0.0,19,2,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.0,36.0,-36.0,49.291666666666664,64.81644931226391,0.0,65978.84762611917,0.0,0.0,17.519361716821027,0.0,False,-24.909442582379622,17.519361716821027,True,0.0,5.115810582302896,6.0,3.5999999999999996,False,True,0.4454195132607412,0.5736213526396121,False,-0.42226661483976957,0.08595209827305052,False,1,False,0.33792134831460674,True,Building Stress,29,55
